HDZ,SDP,MOST,Možemo!,DP,Policy,Ideological,Scandal,Impact,id,url,title,date
0,NO,NO,NO,NO,1,0,0,3,12566350.0,https://dnevnik.hr/vijesti/hrvatska/provjereno-masovni-prosvjedi-diljem-svijeta-neusporedivi-s-onima-u-hrvatskoj---830001.html,"U svijetu pale baklje, paraliziraju promet i tuku se s policijom, a Hrvati se niti ne pojave: Zašto nas više izađe na subotnju špicu nego na prosvjed?",2024-02-22
-1,0,NO,NO,NO,0,1,1,5,12562919.0,https://dnevnik.hr/vijesti/hrvatska/video-teske-rijeci-tijekom-saborske-rasprave-mislite-li-da-su-branitelji-za-to-ginuli-bando-lopovska---829904.html,"VIDEO Teške riječi tijekom saborske rasprave: ""Vi ste klasični mizantrop"", ""Mislite li da su branitelji za to ginuli, bando lopovska?""",2024-02-22
-1,0,NO,NO,NO,0,1,0,3,12564588.0,https://dnevnik.hr/vijesti/hrvatska/radimir-cacic-se-obrusio-na-premijera-andreja-plenkovica-zbog-komentara-o-prosvjedu---829972.html,"Čačić se obrušio na Plenkovića: ""On je bio debelo u komunističkom gnijezdu kad su mene osudili""",2024-02-22
NO,0,NO,NO,NO,1,0,0,3,12559418.0,https://dnevnik.hr/vijesti/hrvatska/u-demontazi-ozbiljno-je-zaiskrilo-medju-politickim-rivalima---829645.html,Pogledajte koja su pitanja najviše užarila atmosferu u Demontaži: Ozbiljno zaiskrilo među političkim rivalima,2024-02-20
0,0,0,0,0,1,0,0,3,12558114.0,https://dnevnik.hr/vijesti/hrvatska/set-brzih-pitanja-u-demontazi-nove-tv-ovi-odgovori-mogli-bi-vas-iznenaditi---829558.html,VIDEO Set brzih pitanja u Demontaži Nove TV: Neki odgovori mogli bi vas iznenaditi,2024-02-20
0,1,0,0,0,1,1,0,4,12560312.0,https://dnevnik.hr/vijesti/hrvatska/rasprava-o-prijedlogu-za-raspustanje-sabora-i-raspisivanje-izbora---829685.html,UŽIVO Rasprava o prijedlogu za raspuštanje Sabora i raspisivanje izbora,2024-02-21
0,1,NO,NO,NO,0,0,1,3,12564572.0,https://dnevnik.hr/vijesti/hrvatska/burna-rasprava-u-saboru-trajala-vise-od-15-sati---830003.html,"HDZ-ovac o botovima: ""Bogami, ja svaki dan u svojoj gostioni razgovaram o njima""",2024-02-22
-1,NO,NO,NO,NO,1,0,1,5,12564824.0,https://dnevnik.hr/vijesti/hrvatska/ivan-turudic-je-u-saboru-najnepozeljniji-drzavni-odvjetnik-u-zadnjih-25-godina---830051.html,Ivan Turudić je u Saboru najnepoželjniji državni odvjetnik u zadnjih 25 godina,2024-02-22
-1,NO,NO,NO,NO,0,1,1,6,12558897.0,https://dnevnik.hr/vijesti/hrvatska/plenkovic-kao-vucic-hdz-s-botovima-protiv-opozicije-i-gradjana---829616.html,"HDZ botovima napada oporbu i građane: ""Takvim se metodama koristio i Aleksandar Vučić""",2024-02-20
-1,NO,NO,NO,NO,0,1,1,7,12557897.0,https://dnevnik.hr/vijesti/hrvatska/predsjednik-zoran-milanovic-komentirao-politicku-ostavstinu-andreja-plenkovica---829536.html,"Milanović raspalio po Plenkoviću: ""On je lažov, politički fake koji vara hrvatske građane""",2024-02-20
1,NO,NO,NO,NO,1,0,0,3,12558904.0,https://dnevnik.hr/vijesti/hrvatska/reiner-milanovic-degradira-svoju-funkciju---829620.html,"Nižu se reakcije na Milanovićeve prozivke: ""Rabi neprimjereni rječnik za svoju funkciju koja je institucija""",2024-02-20
1,0,0,0,0,1,0,0,3,12557145.0,https://dnevnik.hr/vijesti/hrvatska/demontaza-predizborno-suceljavanje-kandidata-stranaka---829447.html,Od 11 sati na DNEVNIK.hr-u pratite prvo predizborno sučeljavanje u Demontaži,2024-02-20
1,1,0,NO,0,1,0,0,3,12557803.0,https://dnevnik.hr/vijesti/hrvatska/demontaza-ovo-je-jedna-stvar-u-kojoj-se-slazu-vladajuci-i-sdp---829521.html,"Ovo je jedna stvar u kojoj se slažu vladajući i SDP: ""Treba nastaviti s ovakvom politikom""",2024-02-20
-1,1,NO,1,NO,1,1,0,6,12540476.0,https://dnevnik.hr/vijesti/hrvatska/prosvjed-lijevo-liberalnih-stranaka-na-trgu-sv-marka---828988.html,"Žestoke poruke s pozornice: ""Plenković je napravio nešto što nije ni Khuen-Héderváry. U pakao s tom bandom lopovskom""",2024-02-17
-1,0,NO,1,NO,1,0,0,3,12544317.0,https://dnevnik.hr/vijesti/hrvatska/vladajuci-se-sprdaju-s-prosvjedom-oporbe-na-markovu-trgu---829194.html,"Vladajući se rugaju prosvjedu oporbe: ""Ti ljudi kao da žive u svemiru, da nije žalostan bio bi smješan""",2024-02-18
1,NO,NO,NO,NO,0,1,0,4,12551352.0,https://dnevnik.hr/vijesti/hrvatska/jandrokovic-jedanaest-razularenih-revolucionara-vrijedjalo-premijera-i-hdz---829390.html,"Jandroković komentirao prosvjed ljevice pa zaprijetio: ""Sada će se čuti i druga strana""",2024-02-19
1,NO,NO,NO,NO,1,0,0,5,12553329.0,https://dnevnik.hr/vijesti/hrvatska/plenkovic-pred-medijima-o-prosvjedu-ljevice---829406.html,"Plenković žestoko po oporbi i predsjedniku: ""On je vođa ove ekipe""",2024-02-19
1,1,1,1,1,1,0,0,3,12550804.0,https://dnevnik.hr/vijesti/hrvatska/nova-tv-demontazom-sabine-tandare-knezovic-zapocinje-superizbornu-godinu---829366.html,"Superizborna godina započinje Demontažom: ""Ovo je prilika da se političari argumentirano prepucavaju""",2024-02-19
1,NO,NO,NO,NO,1,0,0,4,12541411.0,https://dnevnik.hr/vijesti/hrvatska/plenkovic-eppo-radi-svoj-posao-a-dorh-mora-vidjeti-sto-je-njegova-nadleznost---829044.html,"Plenković o Uredu europskog javnog tužitelja: ""Nismo protiv toga, to je debilna i lažna teza oporbe""",2024-02-17
1,NO,NO,NO,NO,1,1,0,5,12541087.0,https://dnevnik.hr/vijesti/hrvatska/plenkovic-odgovara-na-pitanja-o-prosvjedu-na-markovu-trgu---829027.html,"Plenković o prosvjedu: ""Svaka šuša misli da može svakoga vrijeđati""",2024-02-17
-1,NO,NO,NO,NO,0,1,0,5,12541872.0,https://dnevnik.hr/vijesti/hrvatska/na-markovom-trgu-okupile-se-tisuce-nezadovoljnih-ljudi---829070.html,"Tisuće ljudi prosvjedovale protiv Plenkovića i HDZ-a: ""Dosta mi je više odvratnosti, krađe, pljuvanja u lice""",2024-02-17
-1,NO,NO,NO,NO,0,1,1,5,12540825.0,https://dnevnik.hr/vijesti/hrvatska/velika-fotogalerija-transparenata-prosvjednika-dosta-je-odmah-na-izbore---829002.html,VELIKA FOTOGALERIJA Pogledajte transparente prosvjednika na Markovu trgu,2024-02-17
-1,NO,NO,NO,NO,0,1,0,5,12540935.0,https://dnevnik.hr/vijesti/hrvatska/dimna-bomba-na-markovu-trgu---829014.html,Za vrijeme govora Katarine Peović na Markovu trgu aktivirana dimna bomba,2024-02-17
-1,0,NO,1,NO,0,1,0,5,12540900.0,https://dnevnik.hr/vijesti/hrvatska/bencic-jedini-koji-treba-otici-iz-hrvatske-su-plenkovic-i-hdz---829010.html,"Benčić: ""Vi niste ti koji trebaju otići, jedino tko treba otići je Andrej Plenković i HDZ""",2024-02-17
-1,NO,NO,NO,NO,0,1,0,3,12540891.0,https://dnevnik.hr/vijesti/hrvatska/hdz-odgovorio-na-facebook-objavu-marijane-puljak---829007.html,"HDZ odgovorio na objavu Marijane Puljak: ""Još se time hvale""",2024-02-17
1,NO,NO,NO,NO,1,0,0,4,12541240.0,https://dnevnik.hr/vijesti/hrvatska/ministar-erlic-prozvao-organizatore-i-provjednike-na-markovu-trgu---829041.html,"Nakon prosvjeda oglasio se HDZ: ""Zar nekoliko tisuća proturazvojnih ljevičara stvarno misli da ćemo zbog njih odustati?""",2024-02-17
-1,NO,0,NO,NO,1,1,0,5,12540980.0,https://dnevnik.hr/vijesti/hrvatska/grmoja-na-trgu-svetog-marka-organiziran-je-lijevi-umjesto-antivladin-prosvjed---829017.html,"Nikola Grmoja kritizirao provjed: ""Inzistirali su da ne budemo tamo""",2024-02-17
0,1,NO,NO,NO,1,1,0,5,12541874.0,https://dnevnik.hr/vijesti/hrvatska/pedja-grbin-gost-dnevnika-nove-tv---829071.html,"Peđa Grbin u Dnevniku Nove TV: ""Plenković me podsjetio na Tuđmana nakon skupa za Radio 101""",2024-02-17
-1,NO,NO,NO,NO,0,1,1,4,12533737.0,https://dnevnik.hr/vijesti/hrvatska/izjava-presjednika-zorana-milanovica---828805.html,"Milanović o upadu policije u Ministarstvo kulture: ""Da nije europskih tužitelja... To je ono što bi Plenković ukinuo, a Turudić je njegov papagaj""",2024-02-16
NO,1,NO,1,NO,0,1,0,3,12535974.0,https://dnevnik.hr/vijesti/hrvatska/sve-sto-trebate-znati-o-prosvjedu-na-markovom-trgu---828946.html,Objavljeni novi detalji prosvjeda na Markovu trgu,2024-02-16
-1,1,NO,1,NO,1,1,0,6,12531086.0,https://dnevnik.hr/vijesti/hrvatska/oporba-najavila-prosvjed-dosta-je-idemo-na-izbore---828828.html,"Oporba najavila prosvjed: ""Građani žele smjenu vlasti. To se dogodilo Karamarku, a dogodit će se i Andreju Plenkoviću""",2024-02-16
-1,1,1,1,NO,1,1,1,6,12534415.0,https://dnevnik.hr/vijesti/hrvatska/saborska-oporba-srecom-imamo-ured-europskog-javnog-tuzitelja---828890.html,"Oporba ujedinjena: ""Srećom, imamo Ured europskog javnog tužitelja, da je do Turudića, i ovo bi završilo u ladici""",2024-02-16
-1,1,NO,1,NO,1,1,0,5,12541204.0,https://dnevnik.hr/vijesti/hrvatska/grbin-i-bencic-najvaznija-je-poruka-dosta-jos-nismo-razgovarali-o-koaliciji---829031.html,Benčić i Grbin priznali da još nismo razgovarali o koaliciji,2024-02-17
1,-1,NO,NO,NO,0,1,1,6,12509710.0,https://dnevnik.hr/vijesti/hrvatska/hdz-uplaseni-i-histericni-lazljivac-milanovic-razotkrio-se-do-kraja---828340.html,"HDZ prozvao Milanovića: ""Uplašeni i histerični lažljivac razotkrio se do kraja""",2024-02-13
-1,NO,0,NO,NO,0,0,0,4,12519961.0,https://dnevnik.hr/vijesti/hrvatska/nikola-grmoja-o-prosvjedu-oporbe-mozemo-je-inzistirao-da-se-most-iskljuci---828508.html,"Grmoja o prosvjedu oporbe: ""Možemo! je inzistirao da se Most isključi, a Sandra Benčić neprestano laže""",2024-02-14
1,0,0,-1,0,1,1,0,5,12515483.0,https://dnevnik.hr/vijesti/hrvatska/novi-sef-dorh-a-ponovno-tema-pred-saborskim-odborom-je-li-zaista-gotova-prica-oko-turudica---828368.html,USKORO UŽIVO Novi šef DORH-a ponovno tema pred saborskim Odborom: Je li zaista gotova priča oko Turudića?,2024-02-14
0,1,NO,1,0,1,0,0,4,12525882.0,https://dnevnik.hr/vijesti/hrvatska/oporba-danonocno-priprema-velik-prosvjed-zbog-ivana-turudica---828751.html,"Oporba danonoćno priprema velik prosvjed: ""Cilj je da ljudima omogućimo da pokažu bijes""",2024-02-15
0,NO,1,NO,1,1,1,0,5,12524206.0,https://dnevnik.hr/vijesti/hrvatska/penava-poslao-apel-mostu-i-pozvao-na-stvaranje-treceg-bloka---828676.html,"Penava poslao apel Mostu: ""Oformimo koaliciju!""",2024-02-15
-1,NO,NO,NO,NO,1,0,0,4,12484638.0,https://dnevnik.hr/vijesti/hrvatska/ivica-puljak-pozvao-splicane-na-prosvjed-u-zagrebu-mi-cemo-organizirati-prijevoz---827856.html,"Ivica Puljak pozvao Splićane na prosvjed u Zagrebu: ""Mi ćemo organizirati prijevoz""",2024-02-11
-1,NO,NO,NO,-1,0,1,0,4,12497886.0,https://dnevnik.hr/vijesti/hrvatska/svadja-se-desnica-hdz-optuzio-domovinski-pokret-za-licemjerje-zbog-penavinih-izljeva-njeznosti-s-milanovicem---828051.html,"HDZ izruguje Domovinski zbog licemjerja: ""Ne smeta ni to što je Milanović pokušavao spasiti udbaške zločince, ni to što je postavljao ćirilične ploče u Vukovar...""",2024-02-12
NO,0,NO,NO,NO,1,0,0,3,12500711.0,https://dnevnik.hr/vijesti/hrvatska/iz-vlade-tvrde-da-nema-potrebe-za-novom-provjerom-ivana-turudica---828099.html,Kontroverza oko provjere sigurnosti Ivana Turudića: Tko može naručiti provjeru kad nitko nije ovlašten?,2024-02-12
-1,0,NO,0,NO,1,0,0,5,12501184.0,https://dnevnik.hr/vijesti/hrvatska/mreza-mladih-ide-na-ustavni-sud-zbog-hdz-ovog-zakona-bez-stranacke-iskaznice-hdz-a-mladi-nemaju-pravo-da-se-njihov-glas-cuje---828102.html,"Mreža mladih ide na Ustavni sud: ""Bez stranačke iskaznice mladi nemaju pravo da se njihov glas čuje""",2024-02-12
-1,1,NO,1,NO,1,0,0,5,12499290.0,https://dnevnik.hr/vijesti/hrvatska/oporba-se-priprema-za-veliki-prosvjed-treba-poruciti-dosta-je-i-pozvati-gradjane-na-izbore---828088.html,"Oporba se priprema za veliki prosvjed: ""Treba poručiti - dosta je! I pozvati građane na izbore""",2024-02-12
1,NO,NO,NO,NO,1,0,0,3,12471980.0,https://dnevnik.hr/vijesti/hrvatska/oleg-butkovic-odgovorio-zoranu-milanovicu-zbog-izbora-ivana-turudica---827766.html,"Butković odgovorio Milanoviću zbog izbora Turudića: ""Zašto on ništa nije učinio dok je bio premijer?""",2024-02-10
NO,1,NO,NO,NO,0,1,0,5,12470387.0,https://dnevnik.hr/vijesti/hrvatska/pedja-grbin-najavio-prosvjed-na-markovu-trgu-opet-se-moramo-boriti-da-oslobodimo-drustvo---827754.html,"Grbin najavio prosvjed na Markovu trgu: ""Opet se moramo boriti da oslobodimo društvo""",2024-02-10
-1,1,NO,1,NO,1,1,0,5,12473444.0,https://dnevnik.hr/vijesti/hrvatska/bencic-najavila-prosvjed-protiv-vladinog-vodjenja-drzave---827784.html,"Moguće okupljanje na ljevici? Benčić povrdila: ""Razgovaramo sa SDP-om o točkastoj koaliciji""",2024-02-10
0,NO,NO,NO,0,1,0,0,4,12475560.0,https://dnevnik.hr/vijesti/hrvatska/uoci-velikog-prosvjeda-protiv-hdz-a-vlada-sumnja-u-uspjeh-oporbe---827807.html,"Oprorba pozvala građane na veliki prosvjed, vladajući predviđaju fijasko: ""Bit će sličan odaziv kao i onu večer""",2024-02-10
-1,NO,NO,NO,NO,1,0,0,6,12471969.0,https://dnevnik.hr/vijesti/hrvatska/puljak-u-zadru-o-izboru-turudica-najniza-razina-demokracije---827770.html,"Splitski gradonačelnik oštro o izboru Turudića: ""Vrijeme je da građani izaberu - ili HDZ ili Hrvatska""",2024-02-10
-1,1,NO,1,NO,0,1,0,5,12445334.0,https://dnevnik.hr/vijesti/hrvatska/sprema-se-veliki-prosvjed-protiv-turudica-i-plenkovica-ovo-je-pocetak-kraja-vladavine-hdz-a---827468.html,Sprema se veliki prosvjed protiv Turudića i Plenkovića: ''Ovo je početak kraja vladavine HDZ-a'',2024-02-08
NO,-1,NO,-1,NO,0,0,0,2,12456602.0,https://dnevnik.hr/vijesti/hrvatska/lektorski-dnevnik-najruznija-hrvatska-rijec-anketa---827587.html,Izabrali ste najružnije hrvatske riječi: Rezultati ankete su zanimljivi,2024-02-09
0,NO,NO,NO,0,1,0,0,3,12462629.0,https://dnevnik.hr/vijesti/hrvatska/mislav-kolakusic-i-ivan-vilibor-sincic-osnovali-novu-stranku---827690.html,Kolakušić i Sinčić udružili snage: Osnovali novu stranku u borbi za produljenje mandata u Europskom parlamentu,2024-02-09
-1,NO,NO,NO,NO,1,0,1,5,12458948.0,https://dnevnik.hr/vijesti/hrvatska/zoran-milanovic-u-priopcenju-plenkovica-nazvao-lazljivcem-i-manipulatorom---827653.html,"Milanović ponovno prozvao Plenkovića: ""Nakon što je Turudić potvrđen, Vlada je napravila nagli zaokret""",2024-02-09
-1,1,NO,1,NO,1,1,0,5,12473200.0,https://dnevnik.hr/vijesti/hrvatska/bencic-bitka-u-stubici-zagrijavanje-je-za-prosvjed-protiv-vladinog-vodjenja-drzave---827784.html,"Benčić uprizorenje Seljačke bune nazvala zagrijavanjem za prosvjed: ""Andrej Plenković ima apsolutnu pobunu u cijelom narodu""",2024-02-10
-1,NO,NO,NO,NO,1,1,0,5,12422223.0,https://dnevnik.hr/vijesti/hrvatska/sabor-odlucuje-o-ivanu-turudicu-kao-kandidatu-za-glavnog-drzavnog-odvjetnika---827130.html,Danas odluka u Saboru: Za izbor Ivana Turudića dovoljno je samo 39 glasova,2024-02-07
1,0,NO,NO,1,1,1,0,6,12428187.0,https://dnevnik.hr/vijesti/hrvatska/glasanje-o-turudicu-podijelilo-saborsku-desnicu---827258.html,"Glasanje o Turudiću podijelilo saborsku desnicu: ""Ovo sve više sliči na autokratske režime Afrike ili Azije""",2024-02-07
-1,1,NO,-1,NO,1,0,0,6,12430380.0,https://dnevnik.hr/vijesti/hrvatska/saborska-zastupnica-mozemo-sandra-bencic-o-novom-glavnom-drzavnom-odvjetniku-ivan-turudic---827295.html,"Sandra Benčić o novom glavnom državnom odvjetniku: ""Sve Turudićeve laži sada su postale Plenkovićeve""",2024-02-07
-1,NO,NO,NO,NO,1,0,1,6,12445739.0,https://dnevnik.hr/vijesti/hrvatska/zoran-milanovic-andrej-plenkovic-uopce-nije-trazio-sigurnosnu-provjeru-ivana-turudica---827470.html,"Milanović: ""Plenković sustavno laže, nije tražio sigurnosne provjere Turudića""",2024-02-08
1,NO,NO,NO,NO,1,0,1,7,12453495.0,https://dnevnik.hr/vijesti/hrvatska/prica-o-ivanu-turudicu-i-andreju-plenkovicu-nikad-nisam-vidio-nesto-slicno-znali-smo-da-diramo-u-osinje-gnijezdo-ali---827463.html,"Priča o Ivanu Turudiću i Andreju Plenkoviću: ''Nikad nisam vidio nešto slično. Znali smo da diramo u osinje gnijezdo, ali...''",2024-02-08
1,NO,NO,NO,NO,0,0,1,3,12395003.0,https://dnevnik.hr/vijesti/hrvatska/predrag-stromar-hns-i-meni-je-josipa-rimac-pisala-srce-moje-duso-moja-supruga-je-vikala-na-mene---826719.html,"Štromar: ""I meni je Josipa Rimac pisala 'srce moje, dušo moja, samo me ti možeš smiriti', a kad je supruga vidjela poruke...""",2024-02-05
NO,NO,NO,1,NO,1,0,1,5,12415043.0,https://dnevnik.hr/vijesti/hrvatska/oko-dvijesto-gradjana-prosvjeduje-na-markovu-trgu---827089.html,"Dvjesto građana stiglo na Markov trg, među njima Tomašević i Orešković: Možemo! poslao poruku građanima i oporbi",2024-02-06
-1,1,NO,NO,NO,1,0,0,5,12410822.0,https://dnevnik.hr/vijesti/hrvatska/mreza-mladih-ide-na-ustavni-sud-zbog-hdz-ova-zakona-necemo-mirno-gledati-kako-nam-se-oduzima-glas---826998.html,Mreža mladih ide na Ustavni sud zbog HDZ-ova zakona: ''Nećemo mirno gledati kako nam se oduzima glas'',2024-02-06
1,NO,NO,NO,NO,1,0,1,5,12408684.0,https://dnevnik.hr/vijesti/hrvatska/andrej-plenkovic-okuplja-koalicijske-partnere---826941.html,Plenković okuplja partnere: Može li jedan dečko dovesti do raskida?,2024-02-06
-1,1,1,NO,NO,1,1,1,6,12411778.0,https://dnevnik.hr/vijesti/hrvatska/oporba-inzistiranjem-na-turudicu-hdz-i-plenkovic-zele-zastititi-sebe---827021.html,"Reakcije oporbe: ""Inzistiranjem na Turudiću HDZ i Plenković žele zaštititi sebe""",2024-02-06
-1,NO,NO,NO,NO,1,0,1,6,12400145.0,https://dnevnik.hr/vijesti/hrvatska/sandra-bencic-zestoko-kritizirala-plenkovica-sto-inzistira-na-kandidaturi-ivana-turudica---826852.html,"Benčić žestoko oplela po Plenkoviću zbog Turudića: ""Zemlju moramo obraniti od njegove bagre""",2024-02-05
1,0,NO,NO,NO,1,0,1,4,12400973.0,https://dnevnik.hr/vijesti/hrvatska/branko-bacic-i-dalje-brani-turudica-ja-nisam-njegov-odvjetnik-ali---826872.html,"Branko Bačić objasnio što misli o Turudiću nakon svih poruka koje su puštene u javnost: ""Ja nisam njegov odvjetnik, ali...""",2024-02-05
0,NO,NO,NO,NO,0,0,1,5,12398773.0,https://dnevnik.hr/vijesti/hrvatska/je-li-ovo-bas-bezazleno-hoce-li-plenkovic-braniti-neobranjivo-ili-ce-i-dalje-drzati-ledja-turudicu---826733.html,"Hoće li Plenković i dalje držati leđa Turudiću? ""Bolje je ubiti se nego da te muče"", ""Želi pokazati - može mi se""",2024-02-05
-1,1,-1,1,NO,1,1,1,6,12397700.0,https://dnevnik.hr/vijesti/hrvatska/oporba-u-srijedu-treba-glasati-o-raspustanju-sabora-a-ne-o-turudicu---826802.html,"Oporba protiv Turudića: ""Onaj koji pije kavu s kriminalcima i osuđenicima nema pravo biti glavni državni odvjetnik""",2024-02-05
1,NO,NO,NO,NO,1,0,1,4,12399717.0,https://dnevnik.hr/vijesti/hrvatska/sjednica-sireg-predsjednistva-hdz-a-izjave-za-javnost---826839.html,"UŽIVO Plenković: ""Ustrajemo na Turudiću, objavljene poruke su čisti voajerizam""",2024-02-05
-1,1,NO,NO,NO,0,0,1,6,12380026.0,https://dnevnik.hr/vijesti/hrvatska/povezan-je-s-kriminalnim-miljeom-ne-smije-biti-na-celu-dorh-a-ne-bi-smio-biti-ni-sudac-oporba-na-nogama-zbog-nove-afere-vladajucih---826624.html,"""Povezan je s kriminalnim miljeom, ne smije biti na čelu DORH-a"", ""Ne bi smio biti ni sudac"": Oporba na nogama zbog nove afere vladajućih",2024-02-04
0,0,NO,NO,NO,1,0,0,4,12376125.0,https://dnevnik.hr/vijesti/hrvatska/jesu-li-politicari-odgovorni-za-govor-mrznje-ispod-svojih-objava-na-drustvenim-mrezama---826597.html,Jesu li političari odgovorni za govor mržnje ispod svojih objava na društvenim mrežama?,2024-02-04
1,NO,NO,NO,NO,1,0,1,4,12379303.0,https://dnevnik.hr/vijesti/hrvatska/ivan-turudic-se-oglasio-o-teskim-optuzbama-i-porukama-s-josipom-rimac---826620.html,"Oglasio se Turudić: Evo što kaže o sastancima s Mamićem, porukama s Josipom Rimac, Milanoviću...",2024-02-04
0,0,NO,NO,NO,1,0,0,3,12376084.0,https://zimo.dnevnik.hr/clanak/snose-li-politicari-odgovornost-za-govor-mrznje-na-drustvenim-mrezama---826594.html,Snose li političari odgovornost za govor mržnje na društvenim mrežama?,2024-02-04
NO,1,NO,NO,NO,1,0,1,4,12383557.0,https://dnevnik.hr/vijesti/hrvatska/vrhovni-sud-provjerava-navode-o-porukama-ivana-turudica-i-josipe-rimac---826654.html,Stigao odgovor Vrhovnog suda o Turudiću: Hoće li pokrenuti stegovni postupak?,2024-02-04
1,0,NO,-1,NO,1,0,0,5,12308571.0,https://dnevnik.hr/vijesti/hrvatska/dorh-ceka-novog-sefa-sipek-i-turudic-pokazali-su-da-je-kriterij-izbora-sposobnost-za-laganje---826070.html,DORH čeka novog šefa: ''Šipek i Turudić su pokazali da je kriterij izbora sposobnost za laganje'',2024-01-31
1,-1,-1,NO,NO,1,0,1,6,12301084.0,https://dnevnik.hr/vijesti/hrvatska/sabor-oporba-protiv-turudica-hdz-sve-je-zakonito-i-javno---825973.html,"Oporba i dalje protiv Turudića: ""Nitko u njega nema povjerenja, namjesnik je Andreja Plenkovića""",2024-01-31
-1,1,NO,NO,NO,1,0,1,6,12363150.0,https://dnevnik.hr/vijesti/hrvatska/grbin-javnost-treba-znati-o-turudicevim-kontaktima-s-kriminalnim-miljeom---826523.html,"Grbin se obrušio na Plenkovića: ""Šta to je to? Nazvao si Turudića i on te uvjerio da je čist""",2024-02-03
-1,1,1,NO,NO,1,0,1,6,12364917.0,https://dnevnik.hr/vijesti/hrvatska/saborska-oporba-proziva-plenkovicevu-kliku-trazi-odgodu-glasovanja-o-turudicu---826542.html,"Oporba se obrušila na Turudića: ""On je dio Plenkovićeve klike, žele okupirati institucije""",2024-02-03
0,NO,NO,NO,NO,1,0,0,4,12366165.0,https://dnevnik.hr/vijesti/hrvatska/reakcije-na-izjave-predsjednika-republike-hrvatske-zorana-milanovica-o-ivanu-turudicu---826553.html,"Razdor uoči glasanja: Za Milanovića je Turudić tema nacionalne sigurnosti, HDZ brani nominaciju",2024-02-03
