HDZ,SDP,MOST,Možemo!,DP,Policy,Ideological,Scandal,Impact,id,url,title,date
1,0,NO,NO,NO,1,0,0,3,12585396,https://www.jutarnji.hr/vijesti/hrvatska/dogodilo-se-nesto-sto-nitko-nije-mogao-ni-sanjati-plenkovic-je-zauzeo-milanoviceve-stavove-15432685,Dogodilo se nešto što nitko nije mogao ni sanjati: Plenković je zauzeo Milanovićeve stavove!,2024-02-27
1,NO,NO,NO,NO,1,0,0,5,12587069,https://www.jutarnji.hr/vijesti/hrvatska/glavak-hdz-hrvatska-se-sustavno-bavi-problematikom-slapp-tuzbi-15432942,Glavak (HDZ): ‘Hrvatska se sustavno bavi problematikom SLAPP tužbi‘,2024-02-27
NO,0,NO,NO,NO,1,0,0,3,12592068,https://www.jutarnji.hr/vijesti/hrvatska/bozinovic-trebaju-nam-strani-radnici-ali-necemo-dopustiti-trgovinu-ljudima-15433423,"Božinović: Trebaju nam strani radnici, ali nećemo dopustiti trgovinu ljudima!",2024-02-28
1,NO,NO,NO,NO,1,0,0,5,12591480,https://www.jutarnji.hr/vijesti/hrvatska/hdz-datumom-skupa-u-lisinskom-otkrio-kada-cemo-na-biralista-izvor-iz-vrha-stranke-volim-proljece-15433409,HDZ datumom skupa u Lisinskom otkrio kada ćemo na birališta!? Izvor iz vrha stranke: ‘Volim proljeće‘,2024-02-28
1,NO,NO,NO,NO,0,1,0,3,12589490,https://www.jutarnji.hr/vijesti/zagreb/oporba-zestoko-napala-tomasevica-sramotno-je-sto-bandic-jos-uvijek-nema-nadgrobni-spomenik-15433291,Oporba žestoko napala Tomaševića: Sramotno je što Bandić još uvijek nema nadgrobni spomenik,2024-02-28
-1,NO,NO,NO,NO,1,1,0,5,12565805,https://www.jutarnji.hr/vijesti/hrvatska/bio-je-mutav-i-sad-ga-cudi-kad-se-njega-tice-tko-te-sisa-frajeru-skovao-je-lukav-plan-15431349,"‘Bio je mutav i sad ga čudi kad se njega tiče. Tko te šiša, frajeru! Skovao je lukav plan...‘",2024-02-23
1,0,0,1,0,1,0,0,4,12570489,https://www.jutarnji.hr/vijesti/hrvatska/koga-hrvati-zele-na-celu-vlade-pogledajte-koliki-je-postotak-onih-koji-plenkovicu-zele-dati-jos-jedan-mandat-15431883,Koga Hrvati žele na čelu Vlade? Pogledajte koliki je postotak onih koji Plenkoviću žele dati još jedan mandat...,2024-02-24
-1,NO,NO,NO,NO,1,0,0,3,12568205,https://www.jutarnji.hr/vijesti/hrvatska/mozemo-je-nezrela-nekonstruktivna-nesposobna-neliberalna-i-nedosljedna-lijeva-oporba-15431734,"Možemo! je nezrela, nekonstruktivna, nesposobna, neliberalna i nedosljedna ‘lijeva‘ oporba",2024-02-24
NO,-1,NO,1,NO,0,1,0,5,12568904,https://www.jutarnji.hr/vijesti/hrvatska/ovo-su-pravi-razlozi-zasto-mozemo-ne-zeli-sa-sdp-om-to-je-za-nas-zavrsena-prica-15431791,Ovo su pravi razlozi zašto Možemo! ne želi sa SDP-om: ‘To je za nas završena priča‘,2024-02-24
0,0,NO,NO,NO,1,0,0,3,12583062,https://www.jutarnji.hr/vijesti/hrvatska/tko-je-zena-koja-je-plenkovicu-izbila-milijune-ja-sam-kao-pit-bull-zakaci-mi-se-vilica-i-ne-pustam-15432366,Tko je žena koja je Plenkoviću izbila milijune: ‘Ja sam kao pit bull. Zakači mi se vilica i ne puštam!‘,2024-02-26
-1,0,NO,NO,NO,1,0,1,5,12562580,https://www.jutarnji.hr/vijesti/hrvatska/zastupnik-hdz-a-oporbi-smislio-besplatne-slogane-kleknimo-skupa-sve-ostaje-u-obitelji-15430763,Zastupnik HDZ-a oporbi smislio besplatne slogane: ‘Kleknimo skupa. Sve ostaje u obitelji‘,2024-02-22
1,1,1,NO,0,1,0,0,5,12566986,https://www.jutarnji.hr/vijesti/hrvatska/hdz-i-dalje-vodeca-stranka-ali-s-negativnim-trendom-sdp-cetvrti-mjesec-zaredom-u-porastu-15431560,"HDZ i dalje vodeća stranka, ali s negativnim trendom, SDP četvrti mjesec zaredom u porastu",2024-02-23
-1,NO,NO,NO,1,1,0,1,7,12566502,https://www.jutarnji.hr/vijesti/hrvatska/hoce-li-proeuropskoga-plenkovica-europske-institucije-kostati-politicke-karijere-15431507,Hoće li ‘proeuropskoga Plenkovića‘ europske institucije koštati političke karijere?,2024-02-23
NO,0,NO,1,NO,1,0,0,5,12566403,https://www.jutarnji.hr/vijesti/hrvatska/mozemo-krenuo-u-akciju-sdp-u-zele-oteti-popularnu-zastupnicu-nude-joj-prvo-mjesto-na-listi-kakvi-bijednici-15431481,"Možemo! krenuo u akciju: SDP-u žele oteti popularnu zastupnicu, nude joj prvo mjesto na listi: ‘Kakvi bijednici!‘",2024-02-23
-1,NO,1,NO,NO,1,0,0,5,12566291,https://www.jutarnji.hr/vijesti/hrvatska/zene-i-muskarci-koji-se-izjasnjavaju-kao-zene-bit-ce-smjesteni-u-istu-kaznionicu-ovo-bi-moglo-zavrsiti-katastrofom-15431444,Žene i muškarci koji se izjašnjavaju kao žene bit će smješteni u istu kaznionicu! ‘Ovo bi moglo završiti katastrofom‘,2024-02-23
1,-1,0,0,0,1,1,0,5,12561664,https://www.jutarnji.hr/vijesti/hrvatska/neki-u-sdp-u-jedva-cekaju-da-izgube-izbore-turudic-realno-politicki-dobar-plenkovicev-potez-15430643,"‘Neki u SDP-u jedva čekaju da izgube izbore! Turudić? Realno, politički dobar Plenkovićev potez‘",2024-02-21
NO,1,NO,NO,NO,1,0,0,3,12562485,https://www.jutarnji.hr/globus/politika/u-jednom-trenutku-nismo-imali-ni-dovoljno-metaka-za-ukrajinu-hdz-trebalo-bi-ga-poslati-u-povijest-15430744,‘U jednom trenutku nismo imali ni dovoljno metaka za Ukrajinu! HDZ? Trebalo bi ga poslati u povijest...‘,2024-02-21
1,NO,NO,NO,NO,1,0,0,4,12564626,https://www.jutarnji.hr/vijesti/hrvatska/plenkovic-eppo-nije-nadlezan-za-zadnji-slucaj-sto-posto-gospoda-koevesi-zapanjen-sam-15431020,"Plenković: ‘EPPO nije nadležan za zadnji slučaj, sto posto! Gospođa Kövesi? Zapanjen sam...‘",2024-02-22
0,NO,NO,NO,NO,1,0,0,5,12563446,https://www.jutarnji.hr/globus/politika/prosjecna-placa-veca-od-1600-eura-povecanje-mirovina-za-50-posto-skup-lijepih-zelja-ili-realni-programi-oporbe-15431141,"Prosječna plaća veća od 1600 eura, povećanje mirovina za 50 posto: Skup lijepih želja ili realni programi oporbe?",2024-02-22
0,0,-1,NO,NO,1,0,0,4,12562593,https://www.jutarnji.hr/vijesti/hrvatska/sabor-punih-14-sati-raspravljao-o-svom-raspustanju-oporba-svaki-dan-s-hdz-om-je-izgubljen-dan-15430768,"Sabor punih 14 sati raspravljao o svom raspuštanju, oporba: ‘Svaki dan s HDZ-om je izgubljen dan‘",2024-02-22
-1,0,NO,NO,0,1,1,1,6,12561637,https://www.jutarnji.hr/vijesti/hrvatska/rasprava-o-raspustanju-sabora-prepuna-uvreda-sto-ste-to-motali-ispred-crkve-sv-marka-na-prosvjedu-15430636,Rasprava o raspuštanju Sabora prepuna uvreda: ‘Što ste to motali ispred crkve sv. Marka na prosvjedu!?‘,2024-02-21
1,NO,NO,1,NO,1,0,0,3,12562006,https://www.jutarnji.hr/vijesti/hrvatska/ti-ljudi-se-toliko-ne-podnose-da-to-granici-s-mrznjom-cemu-onda-ta-prenemaganja-pa-sve-je-jasno-15430688,"Ti ljudi se toliko ne podnose da to graniči s mržnjom, čemu onda ta prenemaganja? Pa sve je jasno...",2024-02-21
-1,0,NO,NO,0,1,1,1,6,12561751,https://www.jutarnji.hr/vijesti/hrvatska/u-saboru-uvreda-na-uvredu-a-pao-je-i-vecarac-o-grbinu-i-bencic-magarci-bi-bolje-vodili-drzavu-od-hdz-a-15430636,"U Saboru uvreda na uvredu, a pao je i bećarac o Grbinu i Benčić: ‘Magarci bi bolje vodili državu od HDZ-a‘",2024-02-21
0,NO,NO,1,NO,1,0,0,4,12561934,https://www.jutarnji.hr/vijesti/hrvatska/zastupnice-objavile-viralnu-video-poruku-pisite-nam-sve-cemo-veceras-procitati-u-saboru-mi-vas-isto-pitamo-u-anketi-15430679,"Zastupnice objavile viralnu video poruku: ‘Pišite nam, sve ćemo večeras pročitati u Saboru!‘ Mi vas isto pitamo u anketi",2024-02-21
-1,NO,NO,1,NO,1,1,0,6,12560443,https://www.jutarnji.hr/vijesti/hrvatska/hdz-je-zreo-za-pad-postoji-ogroman-broj-neodlucnih-koji-ce-glasati-za-one-koji-ce-moci-donijeti-promjene-15430405,‘HDZ je zreo za pad. Postoji ogroman broj neodlučnih koji će glasati za one koji će moći donijeti promjene‘,2024-02-21
-1,NO,NO,NO,NO,0,1,1,5,12559286,https://www.jutarnji.hr/vijesti/hrvatska/notorni-i-patoloski-lazljivac-koji-demonstrira-raskos-vlastitog-primitivizma-i-ponasa-se-kao-iskompleksirani-luzer-15430269,‘Notorni i patološki lažljivac koji demonstrira raskoš vlastitog primitivizma i ponaša se kao iskompleksirani luzer‘,2024-02-20
-1,NO,NO,NO,NO,0,1,1,7,12557880,https://www.jutarnji.hr/vijesti/hrvatska/pakosni-plenkovic-je-lazov-samodopadni-manipulator-ursulin-potrcko-i-zastitnik-kriminala-15430090,"‘Pakosni Plenković je lažov, samodopadni manipulator, Ursulin potrčko i zaštitnik kriminala!‘",2024-02-20
-1,-1,NO,NO,NO,0,1,0,4,12560655,https://www.jutarnji.hr/vijesti/hrvatska/hdz-ovcu-se-pricinilo-da-se-na-prosvjedu-grle-grbin-i-bernardic-kakav-reducirani-izricaj-on-nije-ni-bio-tamo-15430455,"HDZ-ovcu se pričinilo da se na prosvjedu grle Grbin i Bernardić: ‘Kakav reducirani izričaj, on nije ni bio tamo!‘",2024-02-21
-1,1,NO,1,NO,0,1,0,5,12562234,https://www.jutarnji.hr/globus/politika/jeste-li-primijetili-posljednju-recenicu-plenkoviceva-komentara-u-prijevodu-htjeli-ste-rat-imat-cete-ga-15430710,"Jeste li primijetili posljednju rečenicu Plenkovićeva komentara? U prijevodu: ‘Htjeli ste rat, imat ćete ga!‘",2024-02-21
0,0,-1,0,1,1,0,0,5,12562262,https://www.jutarnji.hr/vijesti/hrvatska/penava-s-njima-u-koaliciji-bili-bismo-druga-sila-u-drzavi-stigao-mu-brzi-odgovor-vec-ste-se-dogovorili-s-hdz-om-15430714,Penava: S njima u koaliciji bili bismo druga sila u državi!; Stigao mu brzi odgovor: ‘Već ste se dogovorili s HDZ-om...‘,2024-02-21
-1,1,0,1,NO,1,1,0,5,12548490,https://www.jutarnji.hr/vijesti/hrvatska/sef-splitskog-sdp-a-ujedinjenje-ljevice-je-potrebno-ali-ne-s-puljkom-ne-treba-nam-kukavicje-jaje-upoznali-smo-ga-15429655,"Šef splitskog SDP-a: ‘Ujedinjenje ljevice je potrebno, ali ne s Puljkom. Ne treba nam kukavičje jaje, upoznali smo ga‘",2024-02-19
1,1,1,-1,1,1,1,0,5,12559611,https://www.jutarnji.hr/vijesti/hrvatska/hdz-stabilan-sdp-raste-lose-vijesti-za-mozemo-15430302,"HDZ stabilan, SDP raste, loše vijesti za Možemo!",2024-02-20
0,1,1,NO,NO,1,0,0,5,12558479,https://www.jutarnji.hr/vijesti/hrvatska/jandrokovic-morao-udovoljiti-grbinu-sutra-ce-se-raspravljati-o-raspustanju-sabora-15430181,"Jandroković morao udovoljiti Grbinu, sutra će se raspravljati o raspuštanju Sabora!",2024-02-20
1,-1,NO,1,-1,1,0,0,4,12558866,https://www.jutarnji.hr/vijesti/hrvatska/nezapamceni-debakl-tate-pede-grbina-15430229,Nezapamćeni debakl tate Peđe Grbina!,2024-02-20
0,NO,NO,NO,NO,1,0,0,3,12557669,https://www.jutarnji.hr/vijesti/zagreb/tomasevic-najavio-vecu-uskrsnicu-i-otkrio-tko-ima-pravo-na-nju-docek-vaterpolista-zao-mi-je-15430057,Tomašević najavio veću uskrsnicu i otkrio tko ima pravo na nju: ‘Doček vaterpolista? Žao mi je...‘,2024-02-20
1,NO,NO,NO,NO,1,0,0,3,12551866,https://www.jutarnji.hr/vijesti/hrvatska/jandrokovic-jedanaest-razularenih-revolucionara-je-vrijedalo-premijera-i-hdz-15429836,Jandroković: Jedanaest razularenih revolucionara je vrijeđalo premijera i HDZ,2024-02-19
-1,1,NO,1,NO,1,1,0,6,12545966,https://www.jutarnji.hr/vijesti/hrvatska/ovo-je-osam-kljucnih-pitanja-koje-je-otvorio-skup-ljevice-na-markovu-trgu-15429495,Ovo je osam ključnih pitanja koje je otvorio skup ljevice na Markovu trgu,2024-02-19
-1,NO,NO,NO,NO,1,0,0,6,12553470,https://www.jutarnji.hr/vijesti/hrvatska/pojavio-se-novi-plenkovic-sada-je-jasno-i-zasto-je-postavio-turudica-iza-svega-stoji-vrlo-promisljen-scenarij-15429874,"Pojavio se novi Plenković: Sada je jasno i zašto je postavio Turudića, iza svega stoji vrlo promišljen scenarij!",2024-02-19
1,NO,NO,NO,NO,1,1,0,5,12552860,https://www.jutarnji.hr/vijesti/hrvatska/premijer-opet-o-prosvjedu-skup-radikalne-ljevice-jedna-hrvatska-zastava-oni-ne-podrzavaju-ukrajinu-15429852,"Premijer opet o prosvjedu: ‘Skup radikalne ljevice, jedna hrvatska zastava, oni ne podržavaju Ukrajinu...‘",2024-02-19
0,NO,NO,-1,-1,0,1,0,4,12549873,https://www.jutarnji.hr/vijesti/hrvatska/vaterpolisti-uvuceni-u-politicka-prepucavanja-to-su-sorosevci-nemaju-ti-ljubavi-prema-hrvatskoj-15429747,"Vaterpolisti uvučeni u politička prepucavanja: ‘To su soroševci, nemaju ti ljubavi prema Hrvatskoj!‘",2024-02-19
1,NO,NO,NO,NO,1,0,0,3,12542761,https://www.jutarnji.hr/vijesti/hrvatska/ministrica-kritizirala-oporbu-pa-na-kraju-morala-brisati-tvit-dopustite-da-vam-lektoriram-15429320,Ministrica kritizirala oporbu pa na kraju morala brisati tvit: ‘Dopustite da Vam lektoriram...‘,2024-02-18
1,NO,NO,NO,NO,0,1,0,5,12543574,https://www.jutarnji.hr/vijesti/hrvatska/predsjednik-splitskog-hdz-a-gdje-taj-bracni-par-prode-tu-trava-ne-raste-vjerni-su-samo-svom-zetonu-15429428,"Predsjednik splitskog HDZ-a: ‘Gdje taj bračni par prođe, tu trava ne raste, vjerni su samo svom žetonu‘",2024-02-18
-1,NO,NO,NO,NO,1,1,0,5,12543542,https://www.jutarnji.hr/vijesti/hrvatska/puljak-imam-teoriju-da-netko-plenkovica-drzi-u-saci-vro-lako-je-moguce-da-turudic-ima-nesto-o-njemu-15429421,Puljak: ‘Imam teoriju da netko Plenkovića drži u šaci. Vro lako je moguće da Turudić ima nešto o njemu‘,2024-02-18
-1,1,NO,1,NO,1,1,0,5,12542588,https://www.jutarnji.hr/vijesti/hrvatska/uplasio-sam-se-kada-sam-vidio-da-su-se-zakrcile-i-sve-ulice-15429301,‘Uplašio sam se kada sam vidio da su se zakrčile i sve ulice...‘,2024-02-18
-1,1,NO,1,NO,1,1,0,5,12545558,https://www.jutarnji.hr/vijesti/hrvatska/a-sto-nakon-prosvjeda-8-kljucnih-pitanja-koje-je-otvorio-skup-ljevice-na-markovu-trgu-15429495,A što nakon prosvjeda... 8 ključnih pitanja koje je otvorio skup ljevice na Markovu trgu,2024-02-19
1,NO,NO,NO,NO,1,0,0,4,12541027,https://www.jutarnji.hr/vijesti/hrvatska/stigla-prva-reakcija-hdz-a-nakon-prosvjeda-15429118,Stigla prva reakcija HDZ-a nakon prosvjeda,2024-02-17
-1,1,NO,NO,NO,1,1,0,6,12541009,https://www.jutarnji.hr/vijesti/hrvatska/tisuce-ispunile-krcati-markov-trg-bile-zakrcene-i-gornjogradske-ulice-ap-odlazi-hdz-lopovi-15429074,"Tisuće ispunile krcati Markov trg, bile zakrčene i gornjogradske ulice: ‘AP odlazi! HDZ lopovi!‘",2024-02-17
-1,1,NO,1,NO,0,1,0,5,12541349,https://www.jutarnji.hr/vijesti/hrvatska/video-pogledajte-zestoke-govore-oporbenih-celnika-na-markovom-trgu-15429164,VIDEO: Pogledajte žestoke govore oporbenih čelnika na Markovom trgu,2024-02-17
1,NO,NO,NO,NO,1,0,0,4,12541200,https://www.jutarnji.hr/vijesti/hrvatska/bio-je-to-proruski-skup-radikalne-ljevice-a-poruke-su-bile-vulgarne-primitivne-15429128,"‘Bio je to proruski skup radikalne ljevice, a poruke su bile vulgarne, primitivne...‘",2024-02-17
-1,0,NO,1,NO,1,1,0,6,12540946,https://www.jutarnji.hr/vijesti/hrvatska/jedini-koji-trebaju-otici-iz-hrvatske-su-plenkovic-i-hdz-procitat-cu-pismo-jedne-nase-sugradanke-15429103,‘Jedini koji trebaju otići iz Hrvatske su Plenković i HDZ. Pročitat ću pismo jedne naše sugrađanke...‘,2024-02-17
-1,1,NO,NO,NO,1,1,0,5,12540753,https://www.jutarnji.hr/vijesti/hrvatska/na-markov-trg-prvi-stigli-sdp-ovci-pogledajte-transparente-koje-nose-evo-koliko-ljudi-ocekujemo-15429074,"Na Markov trg prvi stigli SDP-ovci, pogledajte transparente koje nose: ‘Evo koliko ljudi očekujemo‘",2024-02-17
1,NO,NO,NO,NO,1,0,0,4,12541405,https://www.jutarnji.hr/vijesti/hrvatska/nizu-se-reakcije-hdz-a-nakon-prosvjeda-mediji-su-objavili-apstraktne-brojke-15429118,Nižu se reakcije HDZ-a nakon prosvjeda: ‘Mediji su objavili apstraktne brojke‘,2024-02-17
1,NO,NO,NO,NO,1,0,0,4,12541091,https://www.jutarnji.hr/vijesti/hrvatska/plenkovic-bio-je-to-skup-radikalne-ljevice-a-poruke-su-bile-vulgarne-primitivne-15429128,"Plenković: ‘Bio je to skup radikalne ljevice, a poruke su bile vulgarne, primitivne...‘",2024-02-17
-1,1,NO,1,NO,1,1,0,6,12541561,https://www.jutarnji.hr/vijesti/zagreb/prosvjed-na-markovu-trgu-pokazao-je-da-su-mladi-u-hrvatskoj-ipak-zainteresirani-za-politiku-15429187,Prosvjed na Markovu trgu pokazao je da su mladi u Hrvatskoj ipak zainteresirani za politiku,2024-02-17
0,NO,NO,NO,NO,1,0,0,4,12541454,https://www.jutarnji.hr/vijesti/hrvatska/puhovski-o-prosvjedu-na-markovu-trgu-nije-to-spektakularan-uspjeh-prepoznajem-dva-problema-15429174,"Puhovski o prosvjedu na Markovu trgu: ‘Nije to spektakularan uspjeh, prepoznajem dva problema‘",2024-02-17
-1,1,NO,NO,NO,1,1,0,6,12540921,https://www.jutarnji.hr/vijesti/hrvatska/markov-trg-je-pun-zakrcene-i-gornjogradske-ulice-ljudi-skandiraju-ap-odlazi-hdz-lopovi-15429074,"Markov trg je pun, zakrčene i gornjogradske ulice, ljudi skandiraju: ‘AP odlazi! HDZ lopovi!‘",2024-02-17
-1,1,NO,NO,NO,1,1,0,6,12540826,https://www.jutarnji.hr/vijesti/hrvatska/markov-trg-je-pun-zakrcene-i-gornjogradske-ulice-stize-jos-ljudi-ima-nas-na-tisuce-15429074,"Markov trg je pun, zakrčene i gornjogradske ulice, stiže još ljudi: ‘Ima nas na tisuće!‘",2024-02-17
-1,1,NO,NO,NO,0,1,0,5,12541001,https://www.jutarnji.hr/vijesti/hrvatska/markov-trg-nije-uspio-primiti-sve-prosvjednike-bile-su-pune-i-okolne-ulice-pogledajte-fotografije-iz-zraka-15429109,"Markov trg nije uspio primiti sve prosvjednike: Bile su pune i okolne ulice, pogledajte fotografije iz zraka",2024-02-17
-1,1,NO,NO,NO,0,1,0,5,12540901,https://www.jutarnji.hr/vijesti/hrvatska/markov-trg-nije-uspio-primiti-sve-prosvjednike-pune-su-i-okolne-ulice-pogledajte-fotografije-15429109,"Markov trg nije uspio primiti sve prosvjednike: Pune su i okolne ulice, pogledajte fotografije",2024-02-17
-1,NO,NO,NO,NO,1,0,0,4,12541915,https://www.jutarnji.hr/vijesti/hrvatska/mislite-da-milanovic-zeli-biti-voda-oporbe-to-nije-njegov-cilj-otkrivamo-njegovu-pravu-metu-15429223,Mislite da Milanović želi biti vođa oporbe? To nije njegov cilj. Otkrivamo njegovu pravu metu,2024-02-17
NO,1,NO,NO,NO,0,0,1,5,12538814,https://www.jutarnji.hr/vijesti/hrvatska/ovaj-maskirani-tip-napao-je-nase-ljude-cijelu-kantu-mi-je-prolio-po-glavi-grbin-kukavica-15428970,"‘Ovaj maskirani tip napao je naše ljude, cijelu kantu mi je prolio po glavi‘; Grbin: Kukavica!",2024-02-16
-1,1,NO,NO,NO,1,0,0,5,12540913,https://www.jutarnji.hr/vijesti/hrvatska/grbin-na-prosvjed-poveo-i-dvoipolgodisnjeg-sina-ponosni-otac-nije-skidao-osmijeh-s-lica-dok-ga-je-nosio-15429107,Grbin na prosvjed poveo i dvoipolgodišnjeg sina: Ponosni otac nije skidao osmijeh s lica dok ga je nosio,2024-02-17
0,1,NO,1,NO,1,0,0,5,12541756,https://www.jutarnji.hr/vijesti/hrvatska/grbin-najavio-veliku-koaliciju-stavljam-svoj-ego-na-stranu-zovem-mozemo-i-druge-prijelomni-je-trenutak-15429203,"Grbin najavio veliku koaliciju: ‘Stavljam svoj ego na stranu, zovem Možemo! i druge, prijelomni je trenutak‘",2024-02-17
-1,0,NO,1,NO,0,1,0,5,12542519,https://www.jutarnji.hr/vijesti/hrvatska/grbin-pozvao-mozemo-u-koaliciju-protiv-hdz-a-bencic-mu-odgovorila-15429225,"Grbin pozvao Možemo u koaliciju protiv HDZ-a, Benčić mu odgovorila",2024-02-17
-1,0,NO,1,NO,1,0,0,5,12541945,https://www.jutarnji.hr/vijesti/hrvatska/grbin-pozvao-mozemo-u-koaliciju-protiv-hdz-a-bencic-mu-odgovorila-tko-bi-onda-izasao-na-izbore-15429225,"Grbin pozvao Možemo u koaliciju protiv HDZ-a, Benčić mu odgovorila: ‘Tko bi onda izašao na izbore...‘",2024-02-17
NO,NO,NO,NO,NO,1,0,0,2,12539409,https://www.jutarnji.hr/vijesti/hrvatska/mislio-sam-da-plenkovic-zbog-milanovica-gura-turudica-i-ugrozava-vrlo-komotnu-poziciju-hdz-a-bio-sam-u-krivu-15429000,Mislio sam da Plenković zbog Milanovića gura Turudića i ugrožava vrlo komotnu poziciju HDZ-a. Bio sam u krivu...,2024-02-16
NO,NO,NO,NO,NO,1,0,0,3,12529976,https://www.jutarnji.hr/vijesti/hrvatska/nazvali-smo-31-politicara-i-pitali-ih-da-prognoziraju-proljetne-izbore-sto-vi-mislite-odgovorite-u-anketi-15428617,Nazvali smo 31 političara i pitali ih da prognoziraju proljetne izbore. Što vi mislite? Odgovorite u anketi!,2024-02-16
-1,1,NO,NO,NO,1,1,0,5,12532283,https://www.jutarnji.hr/vijesti/hrvatska/oporba-najavila-sutrasnji-prosvjed-policija-je-upala-u-ministarstvo-kulture-to-je-simbolicno-15428712,Oporba najavila sutrašnji prosvjed: ‘Policija je upala u Ministarstvo kulture. To je simbolično‘,2024-02-16
-1,1,NO,1,NO,1,1,0,5,12531702,https://www.jutarnji.hr/vijesti/hrvatska/oporba-najavljuje-sutrasnji-prosvjed-policija-je-upala-u-ministarstvo-kulture-to-je-simbolicno-15428712,Oporba najavljuje sutrašnji prosvjed: ‘Policija je upala u Ministarstvo kulture. To je simbolično‘,2024-02-16
-1,NO,NO,NO,NO,1,0,0,3,12530904,https://www.jutarnji.hr/vijesti/hrvatska/vrlo-znakovita-recenica-izrecena-je-ovih-dana-a-o-tome-se-nece-ni-zucnuti-u-subotu-na-prosvjedu-15428636,Vrlo znakovita rečenica izrečena je ovih dana. A o tome se neće ni zucnuti u subotu na prosvjedu...,2024-02-16
-1,NO,NO,NO,NO,1,0,0,4,12522913,https://www.jutarnji.hr/vijesti/hrvatska/otkrivamo-detalje-velikog-prosvjeda-stizu-autobusi-dj-poznate-face-evo-tko-ce-prvi-govoriti-15428208,"Otkrivamo detalje velikog prosvjeda: Stižu autobusi, DJ, poznate face, evo tko će prvi govoriti",2024-02-15
-1,0,NO,1,NO,1,0,1,5,12524680,https://www.jutarnji.hr/vijesti/hrvatska/zele-izbore-sto-prije-oporba-sutra-predaje-potpise-za-raspustanje-hrvatskog-sabora-15428450,Žele izbore što prije: Oporba sutra predaje potpise za raspuštanje Hrvatskog sabora,2024-02-15
