HDZ,SDP,MOST,Možemo!,DP,Policy,Ideological,Scandal,Impact,id,url,title,date
NO,1,NO,NO,NO,0,1,0,3,12669884,https://www.vecernji.hr/vijesti/foto-u-17-godina-nabacio-neke-kile-a-otezala-mu-i-retorika-pogledajte-dan-u-kampanji-s-milanovicem-2007-1754992/galerija-598231?page=1&close_url=/vijesti/uskoro-uzivo-premijer-plenkovic-daje-izjave-za-medije-1755092,"FOTO U 17 godina dobio neke kile, a otežala mu je i retorika: Kako je izgledao jedan dan u kampanji s Milanovićem 2007.",2024-02-26
NO,1,NO,NO,NO,1,0,0,5,12583822,https://www.vecernji.hr/vijesti/glavni-autor-cak-9-izvjesca-picula-proglasen-najutjecajnijim-europarlamentarcem-za-vanjsku-politiku-1749402,Glavni autor čak 9 izvješća: Picula proglašen najutjecajnijim europarlamentarcem za vanjsku politiku,2024-02-26
0,0,0,0,0,1,0,0,3,12586922,https://www.vecernji.hr/zagreb/odvratan-smrad-i-dalje-muci-zagrebacki-kvart-a-tomasevicevi-vijecnici-odili-su-prijedlog-da-se-biootpad-prestane-dovoziti-1749748,"Smrad i dalje muči zagrebački kvart, a Tomaševićevi vijećnici odbili su prijedlog da se to zaustavi",2024-02-27
NO,0,NO,NO,NO,0,0,1,4,12589930,https://www.vecernji.hr/zagreb/anketa-po-cemu-cete-pamitit-milana-bandica-bio-je-zagrebacki-drug-tito-1750031,ANKETA Po čemu ćete pamtiti Milana Bandića? 'Bio je zagrebački drug Tito',2024-02-28
NO,0,NO,NO,NO,0,0,0,2,12697898,https://www.vecernji.hr/sport/djetetu-otet-dres-s-gvardiolovim-potpisom-ne-mozete-zamisliti-koliko-suza-moze-proliti-1755504/galerija-598518?page=1&close_url=/sport/djetetu-kojem-su-oteli-gvardiolov-dres-bit-ce-ispunjeni-snovi-dobit-ce-novi-i-upoznati-svog-idola-1755567,Djetetu otet dres s Gvardiolovim potpisom: 'Ne možete zamisliti koliko suza može proliti',2024-02-26
NO,1,NO,NO,NO,0,1,0,3,12683157,https://www.vecernji.hr/vijesti/foto-u-17-godina-nabacio-neke-kile-a-otezala-mu-i-retorika-pogledajte-dan-u-kampanji-s-milanovicem-2007-1754992/galerija-598231?page=1&close_url=/vijesti/plenkovic-dobili-smo-prijedloge-kandidata-za-izborne-liste-krecemo-u-analizu-1755432,FOTO Kako je izgledao jedan dan u kampanji s Milanovićem 2007.,2024-02-26
NO,1,NO,NO,NO,0,1,0,3,12669883,https://www.vecernji.hr/vijesti/foto-od-mlafog-lava-sdp-a-do-velike-divlje-macke-pogledajte-kako-se-mijenjao-zoran-milanovic-1754372,"FOTO Od mladog lava SDP-a, do 'velike divlje mačke': Pogledajte kako se mijenjao Zoran Milanović",2024-02-26
1,NO,NO,NO,NO,0,0,0,2,12721315,https://www.vecernji.hr/vijesti/foto-ovako-su-zastupnici-proveli-zadnji-dan-u-saboru-red-smijeha-selfija-pa-podbadanja-1753827/galerija-597567?page=1&close_url=/vijesti/uskok-upao-u-ppd-traze-dokumente-u-slucaju-skugor-1753833,"FOTO Ovako su zastupnici proveli zadnji dan u Saboru: Red smijeha, selfija pa podbadanja",2024-02-26
NO,0,NO,0,NO,1,1,0,5,12562817,https://www.vecernji.hr/vijesti/upitna-tockasta-koalicija-sdp-trazi-nove-partnere-1748235,"Upitna točkasta koalicija, SDP traži nove partnere?",2024-02-22
-1,NO,NO,NO,NO,1,0,1,5,12565491,https://www.vecernji.hr/vijesti/milanovic-o-plenkovicu-sebe-sada-predstavlja-kao-velikog-hrvatskog-muza-tko-te-sisa-1748667,"Milanović o Plenkoviću: Sebe sada predstavlja kao velikog hrvatskog muža, tko te šiša",2024-02-23
NO,NO,NO,NO,NO,0,0,0,2,12568003,https://www.vecernji.hr/vijesti/hrvatsko-drustvo-tesko-ce-se-izvuci-iz-blata-dok-se-ljude-smjenjuje-kao-lose-hrvate-1748845,Hrvatsko društvo teško će se izvući iz blata dok se ljude smjenjuje kao 'loše Hrvate',2024-02-24
NO,0,NO,NO,NO,0,0,0,2,12568288,https://www.vecernji.hr/vijesti/zagorski-vragolan-koji-je-prvi-barem-na-papiru-ujedinio-dalmaciju-hrvatsku-i-slavoniju-1748299,"Zagorski vragolan koji je prvi, barem na papiru, ujedinio Dalmaciju, Hrvatsku i Slavoniju",2024-02-24
1,NO,NO,NO,NO,0,1,0,5,12577355,https://www.vecernji.hr/vijesti/cijelu-noc-zeleno-lijevi-teroristi-traze-nove-izbore-zabarikadirali-se-u-sabor-i-muce-hdz-ovce-1749005,"Cijelu noć zeleno-lijevi teroristi traže nove izbore, zabarikadirali se u Sabor i muče HDZ-ovce",2024-02-25
NO,1,NO,NO,NO,1,0,0,5,12562322,https://www.vecernji.hr/galleries/gallery-594408/?page=1&close_url=/vijesti/grbin-izbori-koje-trazimo-donose-nekoliko-opcija-korupcija-ili-postenje-mrak-ili-demokracija-1748261,Sabor raspravlja o SDP-ovu prijedlogu da se raspusti i raspišu novi izbori,2024-02-21
1,-1,NO,NO,NO,1,0,0,4,12560225,https://www.vecernji.hr/vijesti/zadarski-hdz-osudujemo-velicanje-fasistickih-sistema-a-o-muralu-nedvojbeno-ne-mozemo-zakljuciti-nista-1748035,"Zadarski HDZ: 'Osuđujemo veličanje fašističkih sistema, a o muralu nedvojbeno ne možemo zaključiti ništa'",2024-02-21
1,NO,NO,NO,0,1,0,0,4,12565607,https://www.vecernji.hr/vijesti/uzivo-premijer-plenkovic-daje-izjave-za-medije-1748436,"Plenković o mogućoj koaliciji s DP-om: 'Kćerki mi je bio rođendan, nisam se stigao baviti time'",2024-02-22
0,-1,-1,NO,NO,1,1,1,5,12562637,https://www.vecernji.hr/vijesti/sabor-iza-5-sati-zavrsio-raspravu-oporbi-je-ovo-prilika-za-jos-jedan-predizborni-skup-1748281,Sabor iza 5 sati završio raspravu: 'Oporbi je ovo prilika za još jedan predizborni skup',2024-02-22
-1,NO,NO,NO,NO,0,1,1,4,12565417,https://www.vecernji.hr/vijesti/tko-je-hdz-ovka-majda-buric-napada-zastupnice-a-plenkovic-joj-naredio-da-se-isprica-zbog-srboljub-afere-1748386,"Tko je HDZ-ovka Majda Burić? Napada zastupnice, a Plenković joj naredio da se ispriča zbog 'srboljub' afere",2024-02-22
0,1,NO,NO,NO,0,1,0,4,12558287,https://www.vecernji.hr/kultura/taylor-swift-nema-vremena-za-trumpa-i-bidena-ali-ima-za-pedu-grbina-1747871,"Taylor Swift nema vremena za Trumpa i Bidena, ali ima za Peđu Grbina",2024-02-20
1,-1,NO,1,NO,1,0,0,4,12558733,https://www.vecernji.hr/vijesti/trijumf-nezavisnih-lista-na-izborima-u-puli-ids-je-relativni-pobjednik-sdp-najveci-gubitnik-1747917,"Trijumf nezavisnih lista na izborima u Puli: IDS je relativni pobjednik, SDP najveći gubitnik",2024-02-20
-1,1,NO,1,0,1,1,0,6,12562239,https://www.vecernji.hr/vijesti/grbin-izbori-koje-trazimo-donose-nekoliko-opcija-korupcija-ili-postenje-mrak-ili-demokracija-1748261,"Grbin: Izbori koje tražimo donose nekoliko opcija - korupcija ili poštenje, mrak ili demokracija",2024-02-21
NO,NO,NO,NO,NO,0,0,0,2,12560186,https://www.vecernji.hr/vijesti/hrvoj-sipek-necu-traziti-ranije-razrjesenje-s-funkcije-1747971,Hrvoj Šipek: Neću tražiti ranije razrješenje s funkcije,2024-02-21
1,-1,NO,NO,NO,1,1,0,5,12561261,https://www.vecernji.hr/vijesti/oporba-trazila-raspustanje-sabora-presli-ste-crtu-imenovanjem-turudica-izgubit-cete-izbore-1748146,"Oporba tražila raspuštanje Sabora: 'Prešli ste crtu imenovanjem Turudića, izgubit ćete izbore'",2024-02-21
NO,1,NO,0,NO,0,1,0,3,12542825,https://www.vecernji.hr/vijesti/krenula-se-siriti-snimka-bencic-s-prosvjeda-kako-drzi-nesto-u-vrecici-odgovorila-o-cemu-se-radilo-1747299,Širi se snimka Benčić s prosvjeda kako drži nešto u vrećici i mota. Nazvali smo je da nam pojasni o čemu se radi,2024-02-18
NO,1,NO,1,NO,1,0,0,4,12550435,https://www.vecernji.hr/vijesti/oporba-i-mi-smo-od-petka-cekali-objavu-plana-rasprava-za-ovaj-tjedan-bilo-nam-je-cudno-zasto-ga-nema-1747603,Oporba: I mi smo od petka čekali objavu plana rasprava za ovaj tjedan. Bilo nam je čudno zašto ga nema,2024-02-19
1,NO,NO,NO,NO,1,0,0,4,12552811,https://www.vecernji.hr/vijesti/plenkovic-o-prosvjedu-oporbe-rijec-je-o-politickom-skupu-radikalne-ljevice-1747633,Plenković o prosvjedu oporbe: 'Riječ je o političkom skupu radikalne ljevice',2024-02-19
1,NO,NO,NO,NO,1,0,0,5,12545988,https://www.vecernji.hr/vijesti/zavrsila-dugogodisnja-pravna-trakavica-oko-izgradnje-golf-resorta-srd-se-moze-vratiti-dubrovniku-1747473,"Završila dugogodišnja pravna trakavica oko izgradnje golf resorta, Srđ se može vratiti Dubrovniku",2024-02-19
-1,NO,NO,NO,NO,0,1,1,6,12557923,https://www.vecernji.hr/vijesti/milanovic-poslao-novo-priopcenje-zesce-nego-ikad-napao-plenkovica-on-je-mjerna-jedinica-za-podvale-i-lazi-1747822,"Milanović opet napao Plenkovića: 'On je lažov, mjerna jedinica za političke podvale'",2024-02-20
1,NO,NO,NO,NO,1,0,0,3,12541376,https://www.vecernji.hr/vijesti/plenkovic-o-pretresima-eppo-a-zasto-bi-me-ministri-lagali-ako-pitam-cije-su-pare-za-3d-snimanje-1747185,Plenković o pretresima EPPO-a: Zašto bi me ministri lagali ako pitam čije su pare za 3D snimanje?,2024-02-17
-1,1,NO,1,NO,1,1,0,6,12540395,https://www.vecernji.hr/vijesti/prosvjed-na-trgu-sv-marka-nuzno-je-da-gradani-kazu-da-ne-zele-vise-takvu-korumpiranu-vlast-1747101,Prosvjed na Trgu sv. Marka: 'Nužno je da građani kažu da ne žele više takvu korumpiranu vlast',2024-02-17
-1,1,NO,1,NO,1,1,0,6,12541772,https://www.vecernji.hr/vijesti/video-more-ljudi-preplavilo-gornji-grad-pogledajte-snimjke-drona-s-velikog-prosvjeda-1747220,VIDEO Pogledajte snimke drona s prosvjeda na Markovom trgu,2024-02-17
-1,1,0,NO,NO,1,0,0,5,12543281,https://www.vecernji.hr/vijesti/zelimo-odmah-na-izbore-da-zaustavimo-turudica-koalicija-s-mostom-ako-zele-raditi-na-tri-stvari-1747346,Želimo odmah na izbore da zaustavimo Turudića. Koalicija s Mostom? Ako žele raditi na tri stvari,2024-02-18
0,NO,NO,NO,NO,1,0,0,3,12544386,https://www.vecernji.hr/vijesti/kupus-svada-milanovica-i-vucica-stigao-odgovor-iz-beograda-imamo-vrhunski-kupus-u-futogu-1747435,Kupus svađa Milanovića i Vučića: Stigao odgovor iz Beograda: 'Imamo vrhunski kupus u Futogu...',2024-02-18
-1,1,NO,1,NO,0,1,0,4,12542143,https://www.vecernji.hr/vijesti/grbin-opet-pozvao-mozemo-u-koaliciju-ego-stavljam-na-stranu-odgovorila-mu-bencic-1747264,Grbin opet pozvao Možemo! u koaliciju: 'Ego stavljam na stranu!'. Odgovorila mu Benčić,2024-02-17
-1,NO,NO,NO,NO,1,0,0,3,12540977,https://www.vecernji.hr/vijesti/grmoja-i-hrebak-prosvjed-je-lijevi-predizborni-skup-umjesto-antivladin-prosvjed-1747132,Grmoja i Hrebak: 'Prosvjed je lijevi predizborni skup umjesto antivladin prosvjed',2024-02-17
1,-1,NO,NO,NO,0,1,0,3,12540827,https://www.vecernji.hr/vijesti/hdz-o-autobusima-iz-splita-dolazi-samo-80-ljudi-jasno-je-zasto-je-ljevica-odabrala-trg-sv-marka-1747124,HDZ o autobusima iz Splita: 'Dolazi samo 80 ljudi. Jasno je zašto je ljevica odabrala Trg sv. Marka',2024-02-17
1,NO,NO,NO,NO,1,0,0,4,12541326,https://www.vecernji.hr/vijesti/hdz-se-oglasio-o-prosvjedu-zar-nekoliko-tisuca-polurazvojnih-ljevicara-misli-da-ce-nas-pokolebati-1747171,HDZ se oglasio o prosvjedu: Zar nekoliko tisuća polurazvojnih ljevičara misli da će nas pokolebati?,2024-02-17
1,NO,NO,NO,NO,1,0,0,3,12541038,https://www.vecernji.hr/vijesti/medved-prosvjed-je-pokazao-da-je-oporba-i-dalje-bez-vizije-1747135,Medved: Prosvjed je pokazao da je oporba i dalje bez vizije,2024-02-17
0,NO,NO,NO,NO,1,0,0,4,12541152,https://www.vecernji.hr/vijesti/analiticarka-ankica-mamic-o-prosvjedu-dobar-odaziv-je-iznenadio-i-oporbu-najtezi-dio-im-tek-predstoji-1747154,"Analitičarka Ankica Mamić o prosvjedu: Dobar odaziv je iznenadio i oporbu, najteži dio im tek predstoji",2024-02-17
-1,1,NO,1,NO,1,1,0,5,12540895,https://www.vecernji.hr/vijesti/bencic-porucila-s-prosvjeda-koliko-god-da-su-nas-pokrali-nisu-nam-ukrali-nadu-1747130,"Benčić poručila s prosvjeda: 'Koliko god da su nas pokrali, nisu nam ukrali nadu'",2024-02-17
-1,NO,NO,1,NO,1,1,0,6,12541101,https://www.vecernji.hr/vijesti/gradani-o-prosvjedu-dosla-sam-da-mi-djeca-ne-bjeze-u-irsku-i-njemacku-treba-nam-jos-prosvjeda-1747142,Građani o prosvjedu: 'Došla sam da mi djeca ne bježe u Irsku i Njemačku. Treba nam još prosvjeda',2024-02-17
-1,1,NO,1,NO,1,1,0,5,12541190,https://www.vecernji.hr/vijesti/grbin-i-bencic-porucili-jos-nismo-razgovarali-o-velikoj-koaliciji-fokusirali-smo-se-na-organizaciju-prosvjeda-1747158,"Grbin i Benčić poručili: 'Još nismo razgovarali o koaliciji, fokusirali smo se na prosvjed'",2024-02-17
-1,NO,-1,1,NO,1,0,1,7,12536438,https://www.vecernji.hr/vijesti/bencic-trazimo-ostavku-premijera-i-cijele-vlade-raspustanje-sabora-i-raspisivanje-izbora-odmah-1746692,"Benčić: Tražimo ostavku premijera i cijele Vlade, raspuštanje Sabora i raspisivanje izbora. Odmah",2024-02-16
-1,1,NO,1,NO,1,1,0,6,12532846,https://www.vecernji.hr/vijesti/lijevo-liberalna-oporba-uoci-prosvjeda-dosta-je-lopovluka-i-mraka-u-koji-je-hdz-zavio-hrvatsku-1746933,Lijevo-liberalna oporba uoči prosvjeda: 'Dosta je lopovluka i mraka u koji je HDZ zavio Hrvatsku',2024-02-16
NO,1,NO,1,NO,0,1,0,4,12536446,https://www.vecernji.hr/vijesti/mozemo-objavio-nove-detalje-o-sutrasnjem-prosvjedu-ovim-putem-necete-moci-do-markova-trga-1747024,Možemo objavio nove detalje o sutrašnjem prosvjedu: Ovim putem nećete moći do Markova trga,2024-02-16
NO,1,NO,NO,NO,1,1,0,5,12533770,https://www.vecernji.hr/vijesti/trogrlic-odabir-markova-trga-za-prosvjed-govori-da-je-lijeva-oporba-nesigurna-1746753,Trogrlić: Odabir Markova trga za prosvjed govori da je lijeva oporba nesigurna,2024-02-16
1,NO,NO,NO,NO,1,0,0,5,12541984,https://www.vecernji.hr/vijesti/iza-umivenih-lica-boraca-za-demokraciju-stoji-licemjerje-bezidejnost-i-nepostivanje-demokratskih-procesa-1747249,"'Iza umivenih lica boraca za demokraciju stoji licemjerje, bezidejnost i nepoštivanje demokratskih procesa'",2024-02-17
NO,NO,NO,NO,1,0,1,0,4,12519458,https://www.vecernji.hr/vijesti/radic-domovinski-pokret-je-treci-blok-ne-moze-nas-se-svrstati-ni-pod-crvene-niti-pod-plave-1746368,"Radić: Domovinski pokret je treći blok, ne može nas se svrstati ni pod crvene niti pod plave",2024-02-14
0,NO,NO,NO,NO,0,0,0,2,12519445,https://www.vecernji.hr/showbiz/stankovic-najavio-novog-gosta-kazu-iz-vlade-da-se-nitko-od-sao-krajine-nije-borio-protiv-vlade-kao-on-1746281,Stanković najavio novog gosta: 'Kažu iz Vlade da se nitko od SAO Krajine nije borio protiv Vlade kao on',2024-02-14
-1,1,NO,NO,NO,1,0,0,4,12515470,https://www.vecernji.hr/vijesti/tko-je-maja-derek-bila-je-gradonacelnikova-heroina-a-sada-je-nepozeljna-osoba-1746161,"Tko je Maja Đerek? Bila je gradonačelnikova heroina, a sada je nepoželjna osoba",2024-02-14
-1,NO,NO,1,NO,1,0,0,5,12515962,https://www.vecernji.hr/vijesti/bencic-ako-su-zamjenici-sefa-dorh-a-morali-proci-sigurnosnu-provjeru-kako-nije-morao-i-turudic-1746255,"UŽIVO Benčić: Ako su zamjenici šefa DORH-a morali proći sigurnosnu provjeru, kako nije morao i Turudić",2024-02-14
0,NO,1,NO,0,1,0,0,5,12524295,https://www.vecernji.hr/vijesti/grmoja-most-nece-doci-na-prosvjed-ne-idemo-tamo-gdje-nismo-pozvani-1746656,"Grmoja: 'Most neće doći na prosvjed, ne idemo tamo gdje nismo pozvani'",2024-02-15
-1,NO,0,1,NO,1,1,1,6,12507336,https://www.vecernji.hr/vijesti/ivana-kekin-plenkovic-je-krenuo-u-smjeru-madarske-i-srbije-1746088,Ivana Kekin: Plenković je krenuo u smjeru Mađarske i Srbije,2024-02-13
0,NO,NO,NO,NO,1,0,0,3,12507405,https://www.vecernji.hr/vijesti/plenkovic-pozivam-seficu-dov-a-da-kaze-jesam-li-ikada-vrsio-pritisak-na-nju-ona-se-oglasila-1746105,Plenković: 'Pozivam šeficu DOV-a da kaže jesam li ikada vršio pritisak na nju'. Ona se oglasila,2024-02-13
1,-1,NO,NO,NO,1,0,1,5,12505546,https://www.vecernji.hr/vijesti/puljak-kao-banozic-ukinuo-radno-mjesto-maje-derek-da-se-ne-vrati-kao-procelnica-1745966,Puljak kao Banožić: Ukinuo radno mjesto Maje Đerek da se ne vrati kao pročelnica,2024-02-13
-1,NO,NO,NO,NO,1,1,0,5,12505890,https://www.vecernji.hr/vijesti/bruna-esih-otkrila-zasto-se-pridruzila-hsp-u-u-meni-se-jednostavno-prelomilo-1746012,VIDEO Bruna Esih otkrila zašto se pridružila HSP-u: 'U meni se jednostavno prelomilo...',2024-02-13
1,-1,-1,-1,NO,1,0,0,5,12521507,https://www.vecernji.hr/vijesti/oporbi-sada-sumnjiv-i-turudicev-braniteljski-put-1746446,Oporbi sada sumnjiv i Turudićev braniteljski put,2024-02-14
1,NO,NO,NO,NO,1,0,0,5,12500234,https://www.vecernji.hr/vijesti/uzivo-plenkovic-daje-izjave-1745874,"Plenković napao Milanovića i komentirao vojni rok: 'Pogledajmo kakav svijet je oko nas, dignimo glavu'",2024-02-12
0,NO,0,NO,NO,1,0,0,3,12494583,https://www.vecernji.hr/vijesti/puljak-ukida-radno-mjesto-maje-derek-s-kojom-se-spori-na-sluzbenickom-sudu-1745699,Puljak ukida radno mjesto Maje Đerek s kojom se spori na Službeničkom sudu,2024-02-12
1,NO,NO,NO,NO,1,0,0,3,12499286,https://www.vecernji.hr/vijesti/u-becu-odrzan-31-hrvatski-bal-obiljezila-ga-je-osjecko-baranjska-zupanija-buran-pljesak-ministru-anusicu-1745798,"U Beču održan 31. Hrvatski bal. Obilježila ga je Osječko-baranjska županija, buran pljesak ministru Anušiću",2024-02-12
-1,NO,NO,NO,NO,1,1,1,7,12507374,https://www.vecernji.hr/vijesti/izborom-turudica-plenkovic-zeli-sakriti-cinjenice-koje-bi-mogle-dovesti-do-njegovog-kaznenog-progona-1746097,Izborom Turudića Plenković želi sakriti činjenice koje bi mogle dovesti do njegovog kaznenog progona,2024-02-13
1,-1,NO,NO,NO,1,0,0,5,12509123,https://www.vecernji.hr/vijesti/uplaseni-i-histericni-lazljivac-milanovic-vratio-se-u-neka-bivsa-vremena-tamo-gdje-mentalno-i-ideoloski-i-pripada-1746178,Uplašeni i histerični lažljivac Milanović vratio se u neka bivša vremena - tamo gdje mentalno i ideološki i pripada,2024-02-13
0,NO,NO,NO,1,1,0,0,4,12486062,https://www.vecernji.hr/vijesti/milanovic-izjavio-kako-je-blizi-deset-puta-domovinskom-pokretu-nego-hdz-u-evo-sto-na-to-kaze-celnik-dp-a-1745590,"Milanović izjavio kako je bliži deset puta Domovinskom pokretu nego HDZ-u, evo što na to kažu u DP-u",2024-02-11
1,NO,NO,NO,NO,0,1,0,5,12483352,https://www.vecernji.hr/vijesti/plenkiju-je-pukao-film-rekao-je-da-ce-iduci-kandidat-za-predsjednika-biti-nepalac-1745406,"Plenkiju je pukao film, rekao je da će idući kandidat za predsjednika biti Nepalac",2024-02-11
1,NO,-1,1,-1,1,1,0,5,12488865,https://www.vecernji.hr/vijesti/sto-o-prosvjedu-misle-celnici-mosta-suverenista-i-dp-a-umjesto-velikog-otpora-to-je-skup-ljevice-1745613,"Što o prosvjedu misle čelnici Mosta, Suverenista i DP-a? 'Umjesto velikog otpora, to je skup ljevice'",2024-02-11
1,NO,NO,NO,-1,0,1,0,4,12498957,https://www.vecernji.hr/vijesti/hdz-reagirao-na-milanoviceve-izjave-sad-je-jasno-zasto-su-dp-ovci-bili-protiv-turudica-1745837,HDZ reagirao na Milanovićeve izjave: 'Sad je jasno zašto su DP-ovci bili protiv Turudića',2024-02-12
1,-1,NO,NO,NO,0,0,1,5,12499900,https://www.vecernji.hr/vijesti/josip-dakic-nisam-ja-takva-faca-kako-se-prica-niti-sam-tako-cvrsta-ruka-a-turudic-i-ja-smo-tek-poznanici-1745864,Josip Đakić: 'Nisam ja takva faca kako se priča niti sam tako čvrsta ruka. A Turudić i ja smo tek poznanici',2024-02-12
1,0,NO,NO,NO,1,0,0,4,12471968,https://www.vecernji.hr/vijesti/butkovic-ne-razumijem-odakle-strah-procedura-je-zadovoljila-sve-kriterije-1745381,"Butković: 'Ne razumijem odakle strah, procedura je zadovoljila sve kriterije'",2024-02-10
NO,1,NO,NO,NO,1,1,0,6,12470886,https://www.vecernji.hr/vijesti/grbin-opet-se-moramo-boriti-za-slobodu-na-prosvjedu-cemo-traziti-da-se-odmah-raspisu-izbori-1745366,Grbin: 'Opet se moramo boriti za slobodu. Na prosvjedu ćemo tražiti da se odmah raspišu izbori',2024-02-10
0,NO,NO,NO,NO,1,0,0,3,12472426,https://www.vecernji.hr/vijesti/vise-stranaka-doslo-na-sabor-ids-a-imamo-zajednicki-cilj-micanje-hdz-a-s-vlasti-1745385,Više stranaka došlo na Sabor IDS-a: 'Imamo zajednički cilj - micanje HDZ-a s vlasti',2024-02-10
1,NO,NO,NO,NO,1,1,0,5,12480947,https://lokalni.vecernji.hr/zupanije/dubrovnik-nikada-nije-bio-srpski-a-boskovic-nije-bio-srbin-29135,"""Dubrovnik nikada nije bio srpski, a Bošković nije bio Srbin!""",2024-02-11
-1,NO,NO,NO,NO,0,0,0,2,12484627,https://www.vecernji.hr/vijesti/butkovic-milanovicu-nudim-da-odabere-bilo-koju-kartasku-igru-a-ja-cu-ga-pobijediti-1745542,"Butković: 'Milanoviću nudim da odabere bilo koju kartašku igru, a ja ću ga pobijediti'",2024-02-11
0,NO,NO,0,NO,0,1,0,2,12440157,https://www.vecernji.hr/vijesti/tko-je-kriv-sto-turudic-i-dalje-nije-odgovorio-na-kljucno-pitanje-1744686,Tko je kriv što Turudić i dalje nije odgovorio na ključno pitanje?,2024-02-08
-1,1,NO,1,1,1,1,0,7,12446693,https://www.vecernji.hr/vijesti/video-ujedinjena-ljevica-najavila-prosvjed-plenkovicu-cemo-pokazati-da-postoji-jedna-hrvatska-1744940,VIDEO Ujedinjena ljevica najavila prosvjed: 'Plenkoviću ćemo pokazati da postoji jedna Hrvatska',2024-02-08
-1,1,NO,NO,NO,0,1,1,4,12457654,https://www.vecernji.hr/vijesti/ahmetovic-rekla-da-ce-plenkovic-zavrsiti-u-zatvoru-hdz-ovci-partijska-komesarka-bi-hapsila-tuzila-i-sudila-1745150,"Ahmetović rekla da će Plenković završiti u zatvoru; HDZ-ovci: 'Partijska komesarka bi hapsila, tužila i sudila'",2024-02-09
NO,NO,0,NO,0,0,1,0,3,12455602,https://www.vecernji.hr/vijesti/kolakusic-lovrinovic-i-sincic-osnovali-novu-stranku-ima-znakovito-ime-1745085,"Kolakušić, Lovrinović i Sinčić osnovali novu stranku, ima znakovito ime",2024-02-09
-1,NO,NO,NO,NO,1,1,1,6,12458478,https://www.vecernji.hr/vijesti/milanovic-se-vrlo-ostro-obrusio-na-plenkovica-kardeljeva-tehnologija-komuniciranja-zasto-laze-1745180,Milanović se vrlo oštro obrušio na Plenkovića: 'Kardeljeva tehnologija komuniciranja... Zašto laže?',2024-02-09
