HDZ,SDP,MOST,Možemo!,DP,Policy,Ideological,Scandal,Impact,id,url,title,date
-1,NO,NO,NO,NO,1,0,0,6,12886765,https://www.vecernji.hr/vijesti/nova-objava-milanovica-plenkovic-se-time-nije-bavio-jer-nema-se-na-tim-poslovima-ne-moze-potkradati-1760278,Nova objava Milanovića: 'Plenković se time nije bavio jer se na tim poslovima ne može potkradati',2024-04-09
1,NO,NO,NO,NO,1,0,1,5,12893834,https://www.vecernji.hr/vijesti/plenkovic-u-sl-brodu-hdz-ce-u-v-izbornoj-jedinici-osvojiti-najmanje-8-mandata-1760487,Plenković u Sl. Brodu: HDZ će u V. izbornoj jedinici osvojiti najmanje 8 mandata,2024-04-09
1,0,NO,NO,NO,1,0,0,4,12887121,https://www.jutarnji.hr/vijesti/hrvatska/cekam-da-se-milanovic-sabere-i-odgovori-mi-na-pitanja-nije-ni-svjestan-da-je-usao-u-zivo-blato-15448234,‘Čekam da se Milanović sabere i odgovori mi na pitanja. Nije ni svjestan da je ušao u živo blato‘,2024-04-09
1,-1,NO,NO,NO,0,1,0,4,12887104,https://www.vecernji.hr/vijesti/butkovic-milanovic-je-usao-u-zivo-blato-frustriran-je-jer-nema-odgovore-na-moja-postignuca-1760297,"Butković: Milanović je ušao u živo blato, frustriran je jer nema odgovore na moja postignuća",2024-04-09
-1,1,NO,NO,NO,1,1,0,5,12891777,https://www.vecernji.hr/vijesti/grbin-pozvao-plenkovica-na-suceljavanje-ako-si-spreman-za-sve-izazove-hajde-dodi-pokazi-se-1760433,"Grbin pozvao Plenkovića na sučeljavanje: 'Ako si spreman za sve izazove, hajde dođi, pokaži se!'",2024-04-09
-1,0,NO,NO,NO,1,0,0,5,12888124,https://www.vecernji.hr/vijesti/hdz-ovo-su-milanovicevi-prioriteti-za-iduce-4-godine-unistit-ce-radna-mjesta-i-posvadati-se-s-eu-i-nato-1760335,HDZ: Ovo su Milanovićevi prioriteti za iduće 4 godine. Uništit će radna mjesta i posvađati se s EU i NATO,2024-04-09
1,NO,NO,NO,NO,1,0,0,4,12886603,https://www.vecernji.hr/showbiz/izbori-na-rtl-u-andrija-jarak-vraca-se-na-teren-a-sredisnja-informativna-emisija-pocet-ce-sat-ranije-1760090,"Izbori na RTL-u: Andrija Jarak vraća se na teren, a središnja informativna emisija počet će sat ranije",2024-04-09
-1,NO,NO,NO,NO,0,1,1,6,12887635,https://www.jutarnji.hr/vijesti/hrvatska/butkovic-je-sljedeci-predsjednik-hdz-a-nosit-ce-prugastu-uniformu-kad-tad-gdje-je-nestalo-sto-milijuna-eura-15448269,‘Butković je sljedeći predsjednik HDZ-a... Nosit će prugastu uniformu kad tad. Gdje je nestalo sto milijuna eura?‘,2024-04-09
NO,NO,NO,NO,1,1,0,0,4,12892625,https://www.jutarnji.hr/vijesti/hrvatska/sin-mi-vise-ne-vozi-za-wolt-u-hrvatskoj-se-dogada-zamjena-stanovnistva-sad-su-uzeli-jeftine-strance-15448457,‘Sin mi više ne vozi za Wolt. U Hrvatskoj se događa zamjena stanovništva. Sad su uzeli jeftine strance...‘,2024-04-09
-1,NO,1,NO,NO,0,1,0,4,12892639,https://www.jutarnji.hr/vijesti/hrvatska/slabokrvni-plenkovic-uporno-izbjegava-suceljavanje-ako-sam-politicka-sitnez-zasto-onda-ne-dode-i-potaraca-me-15448454,"‘Slabokrvni Plenković uporno izbjegava sučeljavanje. Ako sam politička sitnež, zašto onda ne dođe i potaraca me?‘",2024-04-09
0,NO,NO,NO,1,1,0,0,3,12887674,https://www.jutarnji.hr/vijesti/hrvatska/suradnja-sa-sdp-om-ili-hdz-om-nema-raskola-unutar-dp-a-to-su-floskule-koje-se-plasiraju-iz-suprotnih-tabora-15448242,"‘Suradnja sa SDP-om ili HDZ-om? Nema raskola unutar DP-a, to su floskule koje se plasiraju iz suprotnih tabora‘",2024-04-09
1,NO,-1,NO,NO,1,0,0,5,12890900,https://www.jutarnji.hr/vijesti/hrvatska/suceljavanje-s-mostom-pa-to-je-politicka-sitnez-milanovic-svaki-dan-se-budi-lupeta-ide-kao-protuha-po-zemlji-15448408,"‘Sučeljavanje s Mostom? Pa to je politička sitnež! Milanović? Svaki dan se budi, lupeta, ide kao protuha po zemlji...‘",2024-04-09
-1,NO,NO,NO,NO,0,1,1,5,12892219,https://www.jutarnji.hr/vijesti/hrvatska/milanovic-opleo-po-hdz-u-ljudi-oni-kradu-i-svima-nam-se-smiju-u-lice-15448444,"Milanović opleo po HDZ-u: ‘Ljudi, oni kradu i svima nam se smiju u lice‘",2024-04-09
-1,NO,NO,NO,NO,0,1,1,6,12888621,https://www.jutarnji.hr/vijesti/hrvatska/milanovic-butkovic-je-iduci-sef-hdz-a-nosit-ce-prugastu-uniformu-kad-tad-gdje-je-nestalo-sto-milijuna-eura-15448269,Milanović: Butković je idući šef HDZ-a... Nosit će prugastu uniformu kad tad. Gdje je nestalo sto milijuna eura?,2024-04-09
-1,NO,NO,NO,NO,0,1,1,6,12888122,https://www.jutarnji.hr/vijesti/hrvatska/milanovic-butkovic-je-iduci-sef-hdz-a-nosit-ce-prugastu-uniformu-kad-tad-stigao-mu-ekspresan-odgovor-15448269,Milanović: Butković je idući šef HDZ-a... Nosit će prugastu uniformu kad tad; Stigao mu ekspresan odgovor!,2024-04-09
-1,1,NO,NO,NO,1,0,0,5,12886649,https://www.jutarnji.hr/vijesti/hrvatska/milanovic-ovo-ce-biti-jedan-od-prioriteta-moje-vlade-nacionalnog-spasa-15448213,Milanović: Ovo će biti jedan od prioriteta moje Vlade nacionalnog spasa,2024-04-09
-1,0,NO,NO,NO,0,0,1,4,12889574,https://www.jutarnji.hr/vijesti/hrvatska/poznati-sdp-ovci-u-panici-milanovic-zabio-nevjerojatan-autogol-ne-razumijem-kako-zoran-to-ne-vidi-15448363,"Poznati SDP-ovci u panici, Milanović zabio nevjerojatan autogol: ‘Ne razumijem. Kako Zoran to ne vidi?!‘",2024-04-09
0,NO,0,NO,0,1,0,0,5,12883351,https://www.jutarnji.hr/vijesti/hrvatska/ako-hdz-izgubi-izbore-u-hrvatskoj-politici-moglo-bi-se-dogoditi-nesto-sto-dosad-jos-nismo-vidjeli-15448098,"Ako HDZ izgubi izbore, u hrvatskoj politici moglo bi se dogoditi nešto što dosad još nismo vidjeli",2024-04-09
-1,1,NO,NO,NO,1,0,0,4,12887591,https://www.jutarnji.hr/vijesti/hrvatska/bauk-je-sdp-u-donirao-3010-66-eura-znate-li-tko-je-roden-na-taj-datum-15448268,"Bauk je SDP-u donirao 3010,66 eura. Znate li tko je rođen na taj datum?",2024-04-09
1,-1,NO,NO,NO,0,1,0,5,12888214,https://www.jutarnji.hr/vijesti/hrvatska/hdz-objavio-devet-milanovicevih-prioriteta-pohapsit-ce-1-223-883-ljudi-otkazati-rafale-uvesti-hrvatsku-u-ruski-svet-15448281,"HDZ objavio ‘devet Milanovićevih prioriteta‘: ‘Pohapsit će 1.223.883 ljudi, otkazati Rafale, uvesti Hrvatsku u ‘ruski svet‘...‘",2024-04-09
1,NO,0,0,0,1,0,0,5,12891839,https://www.jutarnji.hr/vijesti/hrvatska/hdz-povecava-prednost-nad-sdp-om-ali-moglo-bi-doci-do-obrata-ako-tri-stranke-ipak-uspiju-prebaciti-prag-15448426,"HDZ povećava prednost nad SDP-om, ali moglo bi doći do obrata ako tri stranke ipak uspiju prebaciti prag",2024-04-09
1,1,NO,NO,NO,1,0,0,3,12884205,https://www.jutarnji.hr/vijesti/hrvatska/hajdas-doncic-u-punoj-spremi-odradio-vjezbaliste-i-muciliste-pa-odgovorio-na-pitanje-svih-pitanja-15448116,"Hajdaš Dončić u punoj spremi odradio vježbalište i mučilište, pa odgovorio na pitanje svih pitanja!",2024-04-09
1,-1,0,NO,NO,1,0,0,5,12890923,https://www.index.hr/vijesti/clanak/plenkovic-milanovic-ce-uskoro-biti-bivsi-predsjednik/2554987.aspx,Plenković: Milanović će uskoro biti bivši predsjednik,2024-04-09
1,NO,NO,NO,NO,1,0,1,5,12893864,https://www.index.hr/vijesti/clanak/plenkovic-u-petoj-izbornoj-jedinici-cemo-osvojiti-osam-mandata/2555048.aspx,Plenković: U petoj izbornoj jedinici ćemo osvojiti osam mandata,2024-04-09
0,0,1,-1,0,1,1,0,5,12890909,https://www.index.hr/vijesti/clanak/politicki-analiticar-plenkovic-losije-prolazi-u-verbalnim-sukobima-s-milanovicem/2554990.aspx,Politički analitičar: Plenković lošije prolazi u verbalnim sukobima s Milanovićem,2024-04-09
1,NO,1,NO,1,1,0,0,4,12891844,https://www.index.hr/vijesti/clanak/provedena-anketa-u-6-i-7-izbornoj-jedinici-ovo-su-rezultati/2555011.aspx,"Provedena anketa u 6. i 7. izbornoj jedinici, ovo su rezultati",2024-04-09
-1,NO,NO,NO,NO,0,1,1,5,12887664,https://www.index.hr/vijesti/clanak/video-milanovic-se-obratio-javnosti-butkovic-je-buduci-predsjednik-hdza/2554848.aspx,VIDEO Milanović se obratio javnosti: Butković je budući predsjednik HDZ-a,2024-04-09
-1,NO,NO,NO,NO,0,1,0,3,12885610,https://www.index.hr/vijesti/clanak/karamarko-objavio-sliku-zabe-evo-dahlie-ispod-mog-prozora-vratite-mi-cajku-iz-arene/2554734.aspx,Karamarko objavio sliku žabe: Evo Dahlie ispod mog prozora. Vratite mi cajku iz Arene,2024-04-09
-1,NO,NO,NO,NO,1,0,0,5,12889576,https://www.index.hr/vijesti/clanak/milanovic-plenkoviceva-vlada-opstruira-gradsku-vlast-splita/2554929.aspx,Milanović: Oleg i Andrej su ruska imena,2024-04-09
-1,NO,NO,NO,NO,1,0,0,5,12886131,https://www.index.hr/vijesti/clanak/milanovic-ovo-ce-biti-jedan-od-prioriteta-moje-vlade-nacionalnog-spasa/2554801.aspx,Milanović: Ovo će biti jedan od prioriteta moje vlade nacionalnog spasa,2024-04-09
-1,NO,NO,NO,NO,1,0,0,6,12891420,https://www.index.hr/vijesti/clanak/milanovic-sacica-uzurpatora-nam-uzima-buducnost-izadjite-na-izbore/2555001.aspx,Milanović: Šačica uzurpatora nam uzima budućnost. Izađite na izbore,2024-04-09
0,0,0,0,1,1,0,0,3,12887159,https://www.index.hr/vijesti/clanak/penava-nema-raskola-u-domovinskom-pokretu/2554834.aspx,Penava: Nema raskola u Domovinskom pokretu,2024-04-09
-1,1,NO,NO,NO,0,1,1,5,12891850,https://www.index.hr/vijesti/clanak/grbin-pozvao-plenkovica-na-suceljavanje/2555007.aspx,Grbin pozvao Plenkovića na sučeljavanje: Ti ideš na intervjue gdje ti dostave pitanja,2024-04-09
-1,NO,1,NO,NO,0,1,0,4,12892641,https://www.index.hr/vijesti/clanak/grmoja-plenkovic-uporno-izbjegava-suceljavanje/2555029.aspx,Grmoja: Slabokrvni Andrej uporno izbjegava sučeljavanje,2024-04-09
1,0,NO,NO,NO,1,0,0,3,12887653,https://www.index.hr/vijesti/clanak/hdz-ovo-je-9-milanovicevih-prioriteta/2554852.aspx,HDZ: Ovo je 9 Milanovićevih prioriteta,2024-04-09
0,0,NO,1,NO,1,1,0,4,12891841,https://www.index.hr/vijesti/clanak/je-li-glas-za-mozemo-glas-i-za-milanovica-kao-premijera-tomasevic-to-cemo-vidjeti/2555018.aspx,Je li glas za Možemo glas i za Milanovića kao premijera? Tomašević: To ćemo vidjeti,2024-04-09
0,0,NO,1,NO,1,0,0,3,12892231,https://www.index.hr/vijesti/clanak/je-li-glas-za-mozemo-glas-za-milanovica-kao-premijera-tomasevic-to-cemo-vidjeti/2555018.aspx,Je li glas za Možemo glas za Milanovića kao premijera? Evo što kaže Tomašević,2024-04-09
-1,NO,NO,NO,NO,1,0,0,5,12890871,https://dnevnik.hr/vijesti/hrvatska/zoran-milanovic-ponovno-se-oglasio-na-facebooku-i-pozvao-ljude-da-izadju-na-izbore---842314.html,"Oglasio se Milanović: ""Ljudi, oni kradu i svima nam se smiju""",2024-04-09
NO,NO,NO,NO,NO,0,1,0,2,12886641,https://dnevnik.hr/vijesti/hrvatska/sdss-ova-kampanja-profesor-kaze-dopustam-mogucnost-da-hrvatska-treba-srbe---842219.html,VIDEO Profesor kaže: ''Dopuštam mogućnost da Hrvatska treba Srbe'',2024-04-09
0,-1,0,NO,NO,1,0,0,5,12891773,https://dnevnik.hr/vijesti/hrvatska/gordan-maras-i-darko-milinovic-komentirali-izbornu-kampanju---842324.html,"Što se događa iza kulisa kampanje: ""On nije žrtvovan da isprovocira Milanovića već mu je Plenković to naredio! A SDP je napravio veliku pogrešku...""",2024-04-09
NO,1,NO,NO,NO,0,0,0,3,12887661,https://www.index.hr/vijesti/clanak/bauk-sdpu-donirao-301066-eura-evo-tko-je-rodjen-bas-na-taj-datum/2554835.aspx,Bauk SDP-u donirao 3010.66 eura. Evo tko je rođen baš na taj datum,2024-04-09
1,-1,NO,NO,NO,0,1,1,5,12887151,https://www.index.hr/vijesti/clanak/butkovic-milanovic-ni-sam-nije-svjestan-da-je-usao-u-zivo-blato/2554829.aspx,Butković: Milanović ni sam nije svjestan da je ušao u živo blato,2024-04-09
1,-1,NO,NO,NO,0,1,0,3,12884486,https://www.24sata.hr/news/zivotinjsko-carstvo-u-kampanji-caste-se-zabom-mravima-a-tu-su-i-hijena-kravica-veprovi-975695,"Životinjsko carstvo u kampanji: Časte se žabom, mravima, a tu su i hijena, kravica, veprovi...",2024-04-09
0,NO,NO,1,NO,1,0,0,3,12888162,https://teen385.dnevnik.hr/clanak/funzone/zanimljivosti/a-politicnost-mladih-u-hrvatskoj-zasto-ne-volimo-politiku-i-ne-izlazimo-na-izbore---842249.html,(A)političnost mladih u Hrvatskoj: Zašto bježimo od politike i ne izlazimo na izbore?,2024-04-09
1,NO,NO,NO,NO,0,1,0,3,12884638,https://dnevnik.hr/vijesti/hrvatska/oleg-butkovic-oglasio-se-na-facebooku-i-ponovo-poslao-poruku-zoranu-milanovicu---842166.html,"Butković pisao Milanoviću i citirao poznatog političara: ""Iza tebe ostaje samo posijano sjeme zla, mržnje i destrukcije""",2024-04-09
-1,NO,NO,NO,NO,1,0,1,5,12886571,https://dnevnik.hr/vijesti/hrvatska/zoran-milanovic-u-splitu-u-aktualnim-temama---842212.html,"Milanović nastavlja turneju po Dalmaciji: U utorak je u Splitu, očekuje se nova runda prepucavanja",2024-04-09
-1,NO,NO,NO,NO,1,0,0,6,12886587,https://dnevnik.hr/vijesti/hrvatska/zoran-milanovic-se-obrusio-na-andreja-plenkovica-zbog-jadrolinije---842214.html,"Milanović se obrušio na Plenkovića: ""Brodogradnja propada, a njega zanimaju samo poslovi iz kojih se pune crni HDZ-ovi fondovi""",2024-04-09
-1,NO,NO,NO,NO,0,1,1,5,12887387,https://www.24sata.hr/news/uskoro-uzivo-pratite-izjavu-zorana-milanovica-iz-splita-975739,"Milanović o Butkoviću: Neću više o 'bušido krčmaru', on će biti budući predsjednik HDZ-a",2024-04-09
-1,NO,NO,NO,NO,0,1,0,5,12891177,https://www.24sata.hr/news/milanovic-ponovo-opleo-hdz-u-ljudi-oni-kradu-i-svima-nam-se-smiju-u-lice-imamo-problem-975836,"Milanović ponovo opleo HDZ-u: 'Ljudi, oni kradu i svima nam se smiju u lice. Imamo problem...'",2024-04-09
-1,NO,NO,NO,NO,1,0,0,6,12886389,https://www.24sata.hr/news/milanovic-brodogradilista-su-nam-propadala-a-plenkovic-je-kupovao-polovne-trajekte-975742,"Milanović: 'Brodogradilišta su nam propadala, a Plenković je kupovao polovne trajekte...'",2024-04-09
NO,NO,NO,NO,NO,1,0,0,3,12888873,https://www.24sata.hr/news/mlada-politologinja-i-popularna-domaca-tiktokerica-nina-skocak-osnovala-je-listu-za-eu-izbore-975795,Mlada politologinja i popularna domaća TikTokerica Nina Skočak osnovala je listu za EU izbore,2024-04-09
0,0,-1,1,0,1,0,0,5,12890261,https://www.24sata.hr/news/tomasevic-ignorira-veliki-skup-krscana-drugima-je-dao-trgove-dok-antunovski-hod-ceka-975819,Tomašević ignorira veliki skup kršćana? Drugima je dao trgove dok 'Antunovski hod' čeka...,2024-04-09
NO,NO,NO,NO,NO,0,0,0,2,12891613,https://www.24sata.hr/news/ponistenje-ovih-izbora-bila-bi-radikalna-mjera-koja-bi-mogla-dovesti-do-ozbiljnih-nemira-975839,Poništenje ovih izbora bila bi radikalna mjera koja bi mogla dovesti do ozbiljnih nemira...,2024-04-09
1,0,NO,NO,NO,1,0,0,3,12892424,https://www.24sata.hr/news/evo-koliko-je-stublic-naplatio-sdp-u-za-koristenje-pjesme-rijeke-pravde-u-kampanji-975865,Evo koliko je Stublić naplatio SDP-u za korištenje pjesme Rijeke pravde u kampanji,2024-04-09
-1,1,NO,NO,NO,1,0,1,5,12903958,https://www.24sata.hr/news/grbin-pozvao-plenkovica-da-izade-na-suceljavanje-ako-si-spreman-za-sve-izazove-975857,Grbin pozvao Plenkovića da izađe na sučeljavanje: 'Ako si spreman za sve izazove...',2024-04-09
1,NO,0,NO,0,1,0,0,4,12892428,https://www.24sata.hr/news/hdz-ovci-vode-u-6-i-7-izbornoj-jedinici-drugi-su-rijeke-pravde-975862,HDZ-ovci vode u 6. i 7. izbornoj jedinici: Drugi su Rijeke pravde,2024-04-09
0,NO,1,NO,NO,1,0,0,3,12884033,https://www.24sata.hr/news/karamarko-uzvratio-daliji-oreskovic-vratite-na-plakate-neku-od-cajki-koje-pune-arenu-975685,Karamarko uzvratio Daliji Orešković: Vratite na plakate neku od cajki koje pune Arenu,2024-04-09
1,NO,NO,NO,1,1,1,0,5,12875490,https://www.vecernji.hr/vijesti/hasanbegovic-milanovic-je-smokvin-list-iza-kojeg-se-krije-njegova-politicka-sirocad-1760066,Hasanbegović: 'Milanović je smokvin list iza kojeg se krije njegova politička siročad',2024-04-08
0,1,NO,NO,1,1,1,0,5,12872556,https://www.vecernji.hr/vijesti/matic-piletic-pavlicek-i-penava-sucelit-ce-se-danas-u-studiju-vecernjeg-lista-1760055,"Matić, Piletić, Pavliček i Penava sučelit će se danas u studiju Večernjeg lista",2024-04-08
-1,NO,NO,NO,NO,1,0,1,5,12869227,https://www.vecernji.hr/vijesti/milanovic-novi-status-posvetio-premijeru-ovako-plenkovic-i-hdz-vide-i-provode-jednakost-pred-zakonom-1759965,Milanović novi status posvetio premijeru: 'Ovako Plenković i HDZ vide i provode jednakost pred zakonom',2024-04-08
-1,NO,NO,NO,NO,0,0,1,5,12871884,https://www.vecernji.hr/vijesti/predsjednik-milanovic-daje-izjave-za-medije-1760034,"Milanović: 'Butković će biti tužen, uzet će mu i gebis. Ići će u zatvor kad smijenimo Turudića'",2024-04-08
-1,NO,NO,NO,NO,1,0,0,6,12871378,https://www.jutarnji.hr/vijesti/hrvatska/zamislite-kako-bi-bogata-zemlja-hrvatska-bila-da-nije-lopovske-drzave-rijeke-pravde-nude-nadu-i-postenje-15447817,‘Zamislite kako bi bogata zemlja Hrvatska bila da nije lopovske države. Rijeke pravde nude nadu i poštenje‘,2024-04-08
1,NO,NO,NO,NO,1,0,0,4,12871373,https://www.vecernji.hr/vijesti/bozinovic-o-banozicevoj-prometnoj-nesreci-policijski-posao-je-odraden-to-nije-pitanje-politike-1760029,"Božinović o Banožićevoj prometnoj nesreći: 'Policijski posao je odrađen, to nije pitanje politike'",2024-04-08
1,NO,NO,NO,NO,0,0,1,3,12873488,https://www.vecernji.hr/vijesti/butkovic-porucio-milanovicu-cujem-da-si-opet-prijetio-u-ime-svog-rodaka-naftasa-bas-si-se-unervozio-1760074,Butković poručio Milanoviću: Čujem da si opet prijetio u ime svog rođaka naftaša. Baš si se unervozio,2024-04-08
-1,NO,NO,NO,NO,0,1,1,5,12871871,https://www.vecernji.hr/vijesti/hdz-zestoko-o-milanovicu-buduci-da-je-uhvacen-u-lazi-krsitelju-ustava-vise-nije-zanimljiv-ni-butkovic-1760048,"HDZ žestoko o Milanoviću: Budući da je uhvaćen u laži, kršitelju Ustava više nije 'zanimljiv' ni Butković",2024-04-08
0,1,0,NO,NO,1,0,0,5,12866709,https://www.jutarnji.hr/vijesti/hrvatska/sanjali-su-da-ce-postati-vatrogasci-ili-plesaci-u-domovima-radili-prve-poslove-a-neki-su-vec-u-srednjoj-krenuli-u-rat-15447677,"Sanjali su da će postati vatrogasci ili plesači, u domovima radili prve poslove, a neki su već u srednjoj krenuli u rat",2024-04-08
